Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2023-02-28,900.54,400.00,58.00,30.00,13,12
2023-03-01,538.56,400.00,30.00,30.00,12,12
2023-03-02,927.00,400.00,83.00,30.00,14,12
2023-03-03,660.63,400.00,16.00,30.00,17,12
2023-03-04,521.66,400.00,34.00,30.00,12,12
2023-03-05,752.29,400.00,42.00,30.00,15,12
2023-03-06,385.24,400.00,10.00,30.00,13,12
2023-03-07,716.23,400.00,41.00,30.00,12,12
2023-03-08,460.40,400.00,12.00,30.00,12,12
2023-03-09,417.28,400.00,4.00,30.00,13,12
2023-03-10,679.27,400.00,26.00,30.00,12,12
2023-03-11,661.92,400.00,23.00,30.00,14,12
2023-03-12,783.91,400.00,43.00,30.00,14,12
2023-03-13,414.37,400.00,11.00,30.00,11,12
2023-03-14,777.17,400.00,58.00,30.00,12,12
2023-03-15,439.34,400.00,65.00,30.00,10,12
2023-03-16,657.51,400.00,41.00,30.00,12,12
2023-03-17,633.17,400.00,37.00,30.00,15,12
2023-03-18,655.37,400.00,12.00,30.00,16,12
2023-03-19,531.29,400.00,26.00,30.00,10,12
2023-03-20,542.72,400.00,31.00,30.00,11,12
2023-03-21,407.18,400.00,7.00,30.00,13,12
2023-03-22,1013.03,400.00,71.00,30.00,12,12
2023-03-23,822.88,400.00,53.00,30.00,13,12
2023-03-24,947.97,400.00,74.00,30.00,11,12
2023-03-25,779.87,400.00,43.00,30.00,12,12
2023-03-26,744.52,400.00,52.00,30.00,12,12
2023-03-27,420.39,400.00,8.00,30.00,15,12
2023-03-28,771.10,400.00,39.00,30.00,14,12
2023-03-29,331.43,400.00,20.00,30.00,8,12
2023-03-30,818.11,400.00,43.00,30.00,13,12
2023-03-31,549.36,400.00,0.00,30.00,10,12
2023-04-01,931.56,400.00,41.00,30.00,14,12
2023-04-02,13.41,400.00,33.00,30.00,2,12
2023-04-03,474.21,400.00,16.00,30.00,14,12
2023-04-04,693.42,400.00,39.00,30.00,9,12
2023-04-05,311.72,400.00,21.00,30.00,4,12
2023-04-06,742.56,400.00,41.00,30.00,14,12
2023-04-07,795.45,400.00,44.00,30.00,16,12
2023-04-08,129.78,400.00,45.00,30.00,4,12
2023-04-09,367.28,400.00,17.00,30.00,11,12
2023-04-10,436.16,400.00,20.00,30.00,15,12
2023-04-11,367.84,400.00,19.00,30.00,11,12
2023-04-12,402.62,400.00,17.00,30.00,11,12
2023-04-13,388.98,400.00,14.00,30.00,10,12
2023-04-14,20.22,400.00,0.00,30.00,2,12
2023-04-15,1269.94,400.00,82.00,30.00,13,12
2023-04-16,758.24,400.00,52.00,30.00,10,12
2023-04-17,509.63,400.00,22.00,30.00,14,12
2023-04-18,768.03,400.00,59.00,30.00,11,12
2023-04-19,721.97,400.00,40.00,30.00,12,12
2023-04-20,824.00,400.00,46.00,30.00,14,12
2023-04-21,787.98,400.00,42.00,30.00,11,12
2023-04-22,688.24,400.00,43.00,30.00,13,12
2023-04-23,421.32,400.00,9.00,30.00,14,12
2023-04-24,769.34,400.00,78.00,30.00,9,12
2023-04-25,715.08,400.00,51.00,30.00,15,12
2023-04-29,0.00,400.00,0.00,30.00,0,12
2023-04-30,403.32,400.00,33.00,30.00,7,12
2023-05-01,271.28,400.00,14.00,30.00,8,12
2023-05-02,0.00,400.00,0.00,30.00,0,12
2023-05-03,989.16,400.00,61.00,30.00,12,12
2023-05-04,364.10,400.00,4.00,30.00,7,12
2023-05-05,853.38,400.00,50.00,30.00,9,12
2023-05-06,598.76,400.00,21.00,30.00,12,12
2023-05-07,1018.93,400.00,56.00,30.00,12,12
2023-05-08,337.72,400.00,6.00,30.00,11,12
2023-05-09,881.99,400.00,55.00,30.00,13,12
2023-05-10,4.94,400.00,0.00,30.00,0,12
2023-05-11,938.01,400.00,52.00,30.00,12,12
2023-05-12,210.73,400.00,2.00,30.00,7,12
2023-05-13,720.30,400.00,25.00,30.00,13,12
2023-05-14,990.42,400.00,55.00,30.00,14,12
2023-05-15,386.20,400.00,4.00,30.00,11,12
2023-05-16,912.53,400.00,54.00,30.00,13,12
2023-05-17,463.28,400.00,13.00,30.00,11,12
2023-05-18,931.37,400.00,55.00,30.00,13,12
2023-05-19,435.33,400.00,14.00,30.00,12,12
2023-05-20,572.16,400.00,15.00,30.00,13,12
2023-05-21,971.02,400.00,55.00,30.00,15,12
2023-05-22,184.10,400.00,2.00,30.00,6,12
2023-05-23,809.67,400.00,55.00,30.00,10,12
2023-05-24,372.55,0.00,0.00,30.00,13,12
2023-05-25,561.97,330.00,18.00,30.00,13,12
2023-05-26,484.04,330.00,67.00,30.00,13,12
2023-05-27,814.40,330.00,41.00,30.00,16,12
2023-05-28,330.33,330.00,46.00,30.00,7,12
2023-05-29,372.70,330.00,37.00,30.00,9,12
2023-05-30,693.05,330.00,36.00,30.00,13,12
2023-05-31,545.48,330.00,12.00,30.00,15,12
2023-06-01,1055.03,330.00,80.00,30.00,12,12
2023-06-02,559.02,330.00,4.00,30.00,16,12
2023-06-03,576.35,330.00,12.00,30.00,14,12
2023-06-04,497.96,330.00,30.00,30.00,16,12
2023-06-05,1201.83,330.00,70.00,30.00,15,12
2023-06-06,429.53,330.00,7.00,30.00,13,12
2023-06-07,398.89,330.00,5.00,30.00,15,12
2023-06-08,839.76,330.00,57.00,30.00,13,12
2023-06-09,473.23,330.00,6.00,30.00,14,12
2023-06-10,1131.13,330.00,70.00,30.00,14,12
2023-06-11,1010.67,330.00,61.00,30.00,16,12
2023-06-12,528.95,330.00,8.00,30.00,12,12
2023-06-13,991.67,330.00,61.00,30.00,14,12
2023-06-14,435.67,330.00,7.00,30.00,14,12
2023-06-15,185.46,330.00,49.00,30.00,11,12
2023-06-16,499.32,330.00,4.00,30.00,18,12
2023-06-17,309.21,330.00,5.00,30.00,10,12
2023-06-18,866.47,330.00,58.00,30.00,10,12
2023-06-19,413.53,330.00,4.00,30.00,10,12
2023-06-20,853.14,330.00,59.00,30.00,8,12
2023-06-21,385.08,330.00,8.00,30.00,12,12
2023-06-22,516.52,330.00,3.00,30.00,14,12
2023-06-23,357.27,330.00,4.00,30.00,13,12
2023-06-24,400.14,330.00,5.00,30.00,13,12
2023-06-25,527.64,330.00,15.00,30.00,16,12
2023-06-26,429.76,330.00,27.00,30.00,7,12
2023-06-27,866.14,330.00,66.00,30.00,11,12
2023-06-28,342.46,330.00,4.00,30.00,11,12
2023-06-29,837.99,330.00,59.00,30.00,10,12
2023-06-30,321.60,330.00,2.00,30.00,10,12
2023-07-01,663.27,330.00,17.00,30.00,15,12
2023-07-02,36.39,330.00,49.00,30.00,4,12
2023-07-03,469.96,330.00,7.00,30.00,14,12
2023-07-04,924.50,330.00,59.00,30.00,13,12
2023-07-05,417.93,330.00,18.00,30.00,9,12
2023-07-06,408.55,330.00,10.00,30.00,13,12
2023-07-07,850.14,330.00,58.00,30.00,11,12
2023-07-08,307.20,330.00,3.00,30.00,12,12
2023-07-09,908.20,330.00,55.00,30.00,12,12
2023-07-10,437.89,330.00,8.00,30.00,11,12
2023-07-11,1304.49,330.00,113.00,30.00,14,12
2023-07-12,522.41,330.00,28.00,30.00,12,12
2023-07-13,902.44,330.00,57.00,30.00,13,12
2023-07-14,344.03,330.00,1.00,30.00,11,12
2023-07-15,652.46,330.00,23.00,30.00,14,12
2023-07-16,857.33,330.00,61.00,30.00,12,12
2023-07-17,395.90,330.00,7.00,30.00,10,12
2023-07-18,904.04,330.00,56.00,30.00,15,12
2023-07-19,341.56,330.00,8.00,30.00,12,12
2023-07-20,927.18,330.00,64.00,30.00,17,12
2023-07-21,412.64,330.00,4.00,30.00,14,12
2023-07-22,483.71,330.00,10.00,30.00,15,12
2023-07-23,363.04,330.00,60.00,30.00,11,12
2023-07-24,330.53,330.00,4.00,30.00,11,12
2023-07-25,959.47,330.00,59.00,30.00,15,12
2023-07-26,328.09,330.00,4.00,30.00,9,12
2023-07-27,977.28,330.00,60.00,30.00,13,12
2023-07-28,487.27,330.00,5.00,30.00,15,12
2023-07-29,339.48,330.00,3.00,30.00,13,12
2023-07-30,378.38,330.00,4.00,30.00,15,12
2023-07-31,402.10,330.00,5.00,30.00,12,12
2023-08-01,668.35,330.00,55.00,30.00,12,12
2023-08-02,435.48,330.00,3.00,30.00,13,12
2023-08-03,940.09,330.00,44.00,30.00,16,12
2023-08-04,26.52,330.00,0.00,30.00,1,12
2023-08-05,473.04,330.00,5.00,30.00,17,12
2023-08-06,3.89,330.00,0.00,30.00,0,12
2023-08-07,190.46,330.00,4.00,30.00,6,12
2023-08-08,1143.42,330.00,117.00,30.00,17,12
2023-08-09,123.01,330.00,0.00,30.00,4,12
2023-08-10,868.58,330.00,57.00,30.00,10,12
2023-08-11,220.44,330.00,0.00,30.00,9,12
2023-08-12,346.85,330.00,4.00,30.00,12,12
2023-08-13,856.97,330.00,59.00,30.00,13,12
2023-08-14,498.23,330.00,27.00,30.00,10,12
2023-08-15,857.58,330.00,55.00,30.00,13,12
2023-08-16,404.16,330.00,7.00,30.00,13,12
2023-08-17,746.94,330.00,56.00,30.00,9,12
2023-08-18,370.12,330.00,5.00,30.00,13,12
2023-08-19,617.68,330.00,36.00,30.00,16,12
2023-08-20,884.98,330.00,55.00,30.00,12,12
2023-08-21,284.76,330.00,7.00,30.00,8,12
2023-08-22,830.61,330.00,59.00,30.00,10,12
2023-08-23,0.20,330.00,0.00,30.00,0,12
2023-08-24,897.51,330.00,61.00,30.00,13,12
2023-08-25,830.82,330.00,60.00,30.00,15,12
2023-08-26,492.76,330.00,26.00,30.00,10,12
2023-08-27,866.75,330.00,53.00,30.00,14,12
2023-08-28,358.03,330.00,0.00,30.00,13,12
2023-08-29,942.97,330.00,57.00,30.00,12,12
2023-08-30,297.92,330.00,4.00,30.00,11,12
2023-08-31,807.79,330.00,61.00,30.00,8,12
2023-09-01,458.98,330.00,28.00,30.00,10,12
2023-09-02,873.56,330.00,125.00,30.00,14,12
2023-09-03,893.21,330.00,74.00,30.00,12,12
2023-09-04,342.44,330.00,8.00,30.00,12,12
2023-09-05,884.68,330.00,53.00,30.00,12,12
2023-09-06,348.97,330.00,7.00,30.00,12,12
2023-09-07,419.45,330.00,5.00,30.00,14,12
2023-09-08,334.43,330.00,0.00,30.00,12,12
2023-09-09,948.57,330.00,56.00,30.00,13,12
2023-09-10,535.29,330.00,21.00,30.00,13,12
2023-09-11,361.01,330.00,2.00,30.00,13,12
2023-09-12,988.56,330.00,60.00,30.00,12,12
2023-09-13,366.63,330.00,0.00,30.00,13,12
2023-09-14,768.68,330.00,79.00,30.00,3,12
2023-09-15,1266.86,330.00,83.00,30.00,14,12
2023-09-16,927.52,330.00,63.00,30.00,12,12
2023-09-17,349.86,330.00,4.00,30.00,11,12
2023-09-18,320.16,330.00,1.00,30.00,11,12
2023-09-19,866.57,330.00,50.00,30.00,14,12
2023-09-20,359.71,330.00,4.00,30.00,11,12
2023-09-21,932.61,330.00,59.00,30.00,11,12
2023-09-22,1037.00,330.00,112.00,30.00,15,12
2023-09-23,293.44,330.00,16.00,30.00,11,12
2023-09-24,873.19,330.00,53.00,30.00,11,12
2023-09-25,333.34,330.00,3.00,30.00,11,12
2023-09-26,874.71,330.00,59.00,30.00,12,12
2023-09-27,689.18,330.00,42.00,30.00,10,12
2023-09-28,717.64,330.00,18.00,30.00,16,12
2023-09-29,504.19,330.00,10.00,30.00,14,12
2023-09-30,1092.35,330.00,166.00,30.00,13,12
2023-10-01,509.01,330.00,3.00,30.00,14,12
2023-10-02,981.35,330.00,119.00,30.00,16,12
2023-10-03,436.05,330.00,11.00,30.00,16,12
2023-10-04,651.77,330.00,23.00,30.00,13,12
2023-10-05,456.56,330.00,5.00,30.00,13,12
2023-10-06,585.77,330.00,12.00,30.00,18,12
2023-10-07,367.78,330.00,4.00,30.00,10,12
2023-10-08,938.66,330.00,64.00,30.00,14,12
2023-10-09,434.06,330.00,7.00,30.00,15,12
2023-10-10,856.19,330.00,53.00,30.00,12,12
2023-10-11,380.42,330.00,5.00,30.00,15,12
2023-10-12,1087.48,330.00,55.00,30.00,10,12
2023-10-13,368.73,330.00,6.00,30.00,10,12
2023-10-14,720.15,330.00,41.00,30.00,14,12
2023-10-15,888.51,330.00,51.00,30.00,14,12
2023-10-16,328.68,330.00,4.00,30.00,13,12
2023-10-17,909.51,330.00,54.00,30.00,13,12
2023-10-18,344.77,330.00,7.00,30.00,14,12
2023-10-19,936.53,330.00,55.00,30.00,13,12
2023-10-20,293.86,330.00,5.00,30.00,9,12
2023-10-21,1263.67,330.00,141.00,30.00,19,12
2023-10-22,834.53,330.00,59.00,30.00,13,12
2023-10-23,372.03,330.00,6.00,30.00,15,12
2023-10-24,974.67,330.00,66.00,30.00,12,12
2023-10-25,618.63,330.00,12.00,30.00,14,12
2023-10-26,967.11,330.00,58.00,30.00,13,12
2023-10-27,979.65,330.00,65.00,30.00,13,12
2023-10-28,499.68,330.00,9.00,30.00,17,12
2023-10-29,910.54,330.00,21.00,30.00,17,12
2023-10-30,423.68,330.00,3.00,30.00,13,12
2023-10-31,972.11,330.00,57.00,30.00,12,12
2023-11-01,431.21,330.00,5.00,30.00,14,12
2023-11-02,861.79,330.00,55.00,30.00,14,12
2023-11-03,555.45,330.00,7.00,30.00,15,12
2023-11-04,1155.38,330.00,68.00,30.00,17,12
2023-11-05,848.72,330.00,52.00,30.00,10,12
2023-11-06,362.32,330.00,5.00,30.00,16,12
2023-11-07,889.96,330.00,52.00,30.00,13,12
2023-11-08,477.27,330.00,19.00,30.00,15,12
2023-11-09,881.60,330.00,55.00,30.00,13,12
2023-11-10,0.00,330.00,0.00,30.00,0,12
2023-11-11,446.20,330.00,20.00,30.00,12,12
2023-11-12,921.14,330.00,48.00,30.00,14,12
2023-11-13,384.94,330.00,4.00,30.00,15,12
2023-11-14,691.63,330.00,51.00,30.00,7,12
2023-11-15,291.95,330.00,0.00,30.00,11,12
2023-11-16,828.67,330.00,51.00,30.00,11,12
2023-11-17,573.05,330.00,17.00,30.00,14,12
2023-11-18,233.67,330.00,9.00,30.00,4,12
2023-11-19,804.31,330.00,51.00,30.00,11,12
2023-11-20,333.72,330.00,2.00,30.00,12,12
2023-11-21,784.41,330.00,47.00,30.00,13,12
2023-11-22,356.11,330.00,2.00,30.00,12,12
2023-11-23,1143.25,330.00,56.00,30.00,14,12
2023-11-24,482.38,330.00,30.00,30.00,12,12
2023-11-25,264.05,330.00,12.00,30.00,4,12
2023-11-26,853.33,330.00,58.00,30.00,12,12
2023-11-27,432.21,330.00,7.00,30.00,13,12
2023-11-28,1170.69,330.00,54.00,30.00,14,12
2023-11-29,371.62,330.00,1.00,30.00,12,12
2023-11-30,966.70,330.00,61.00,30.00,15,12
2023-12-01,458.65,330.00,5.00,30.00,10,12
2023-12-02,1116.11,330.00,66.00,30.00,17,12
2023-12-03,417.58,330.00,2.00,30.00,15,12
2023-12-04,155.26,330.00,0.00,30.00,12,12
2023-12-05,132.59,330.00,0.00,30.00,6,12
2023-12-06,343.13,330.00,2.00,30.00,9,12
2023-12-07,442.81,330.00,5.00,30.00,14,12
2023-12-08,349.15,330.00,1.00,30.00,12,12
2023-12-09,7.10,330.00,0.00,30.00,0,12
2023-12-10,574.74,330.00,41.00,30.00,9,12
2023-12-11,550.22,330.00,19.00,30.00,9,12
2023-12-12,494.44,330.00,23.00,30.00,12,12
2023-12-13,940.73,330.00,68.00,30.00,11,12
2023-12-14,525.47,330.00,32.00,30.00,13,12
2023-12-15,480.07,330.00,12.00,30.00,14,12
2023-12-16,386.14,330.00,65.00,30.00,11,12
2023-12-17,975.69,330.00,68.00,30.00,15,12
2023-12-18,360.62,330.00,5.00,30.00,10,12
2023-12-19,922.28,330.00,58.00,30.00,10,12
2023-12-20,348.20,330.00,2.00,30.00,10,12
2023-12-21,943.58,330.00,56.00,30.00,10,12
2023-12-22,1100.70,330.00,64.00,30.00,13,12
2023-12-23,904.28,330.00,50.00,30.00,17,12
2023-12-24,885.48,330.00,54.00,30.00,12,12
2023-12-25,400.81,330.00,2.00,30.00,16,12
2023-12-26,926.71,330.00,58.00,30.00,16,12
2023-12-27,408.21,330.00,2.00,30.00,14,12
2023-12-28,1044.19,330.00,54.00,30.00,8,12
2023-12-29,515.94,330.00,5.00,30.00,16,12
2023-12-30,1388.40,330.00,99.00,30.00,18,12
