Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2022-03-14,324.11,350.00,20.00,30.00,9,12
2022-03-15,546.66,350.00,41.00,30.00,12,12
2022-03-16,623.81,350.00,62.00,30.00,10,12
2022-03-17,498.25,350.00,41.00,30.00,16,12
2022-03-18,43.45,350.00,52.00,30.00,3,12
2022-03-19,288.53,350.00,10.00,30.00,9,12
2022-03-20,0.00,350.00,33.00,30.00,1,12
2022-03-21,390.97,350.00,25.00,30.00,10,12
2022-03-22,703.46,350.00,68.00,30.00,11,12
2022-03-23,388.03,350.00,22.00,30.00,11,12
2022-03-24,418.23,350.00,24.00,30.00,11,12
2022-03-25,1042.69,350.00,100.00,30.00,13,12
2022-03-26,308.75,350.00,73.00,30.00,13,12
2022-03-27,810.25,350.00,69.00,30.00,12,12
2022-03-28,587.81,350.00,48.00,30.00,13,12
2022-03-29,737.16,350.00,89.00,30.00,13,12
2022-03-30,422.79,350.00,26.00,30.00,12,12
2022-03-31,815.33,350.00,75.00,30.00,14,12
2022-04-01,390.66,350.00,25.00,30.00,11,12
2022-04-02,370.71,350.00,21.00,30.00,7,12
2022-04-03,583.94,350.00,40.00,30.00,14,12
2022-04-04,458.18,350.00,20.00,30.00,14,12
2022-04-05,722.59,350.00,68.00,30.00,12,12
2022-04-06,438.40,350.00,28.00,30.00,10,12
2022-04-07,31.54,350.00,29.00,30.00,4,12
2022-04-08,308.62,350.00,3.00,30.00,14,12
2022-04-09,562.07,350.00,28.00,30.00,15,12
2022-04-10,461.57,350.00,29.00,30.00,12,12
2022-04-11,19.74,350.00,71.00,30.00,3,12
2022-04-12,408.02,350.00,29.00,30.00,11,12
2022-04-13,10.12,350.00,0.00,30.00,1,12
2022-04-14,0.00,350.00,0.00,30.00,0,12
2022-04-15,37.17,350.00,15.00,30.00,3,12
2022-04-16,287.74,350.00,7.00,30.00,11,12
2022-04-17,937.93,350.00,95.00,30.00,10,12
2022-04-18,460.54,350.00,40.00,30.00,11,12
2022-04-19,679.04,350.00,62.00,30.00,12,12
2022-04-20,390.89,350.00,31.00,30.00,8,12
2022-04-21,0.00,350.00,48.00,30.00,2,12
2022-04-22,143.91,350.00,8.00,30.00,5,12
2022-04-23,248.30,350.00,21.00,30.00,7,12
2022-04-24,671.22,350.00,65.00,30.00,11,12
2022-04-25,573.91,350.00,54.00,30.00,14,12
2022-04-26,643.55,350.00,58.00,30.00,11,12
2022-04-27,516.07,350.00,8.00,30.00,13,12
2022-04-28,673.55,350.00,56.00,30.00,11,12
2022-04-29,320.67,350.00,2.00,30.00,13,12
2022-04-30,838.58,350.00,62.00,30.00,12,12
2022-05-01,519.25,350.00,35.00,30.00,10,12
2022-05-02,507.04,350.00,30.00,30.00,12,12
2022-05-03,575.13,350.00,39.00,30.00,13,12
2022-05-04,161.83,350.00,6.00,30.00,8,12
2022-05-05,600.54,350.00,43.00,30.00,12,12
2022-05-06,434.70,350.00,28.00,30.00,13,12
2022-05-07,281.13,350.00,18.00,30.00,8,12
2022-05-08,735.03,350.00,58.00,30.00,12,12
2022-05-09,332.97,350.00,10.00,30.00,11,12
2022-05-10,618.11,350.00,56.00,30.00,12,12
2022-05-11,286.87,350.00,7.00,30.00,12,12
2022-05-12,829.98,350.00,65.00,30.00,11,12
2022-05-13,481.31,350.00,49.00,30.00,7,12
2022-05-14,639.14,350.00,52.00,30.00,12,12
2022-05-15,346.07,350.00,11.00,30.00,12,12
2022-05-16,693.88,350.00,56.00,30.00,13,12
2022-05-17,614.32,350.00,44.00,30.00,13,12
2022-05-18,317.31,350.00,7.00,30.00,13,12
2022-05-19,591.57,350.00,50.00,30.00,10,12
2022-05-20,495.95,350.00,35.00,30.00,9,12
2022-05-21,179.55,350.00,14.00,30.00,7,12
2022-05-22,392.75,400.00,10.00,30.00,14,12
2022-05-23,566.17,400.00,37.00,30.00,15,12
2022-05-24,24.94,400.00,0.00,30.00,2,12
2022-05-25,442.10,400.00,12.00,30.00,14,12
2022-05-26,427.27,400.00,31.00,30.00,7,12
2022-05-27,3.53,400.00,0.00,30.00,1,12
2022-05-28,495.76,400.00,33.00,30.00,12,12
2022-05-29,661.31,400.00,38.00,30.00,15,12
2022-05-30,468.88,400.00,10.00,30.00,14,12
2022-05-31,323.75,400.00,17.00,30.00,5,12
2022-06-01,376.84,400.00,0.00,30.00,13,12
2022-06-02,536.79,400.00,30.00,30.00,14,12
2022-06-03,543.04,400.00,21.00,30.00,15,12
2022-06-04,809.00,400.00,41.00,30.00,12,12
2022-06-05,727.99,400.00,40.00,30.00,14,12
2022-06-06,699.46,400.00,36.00,30.00,12,12
2022-06-07,291.99,400.00,2.00,30.00,10,12
2022-06-08,555.47,400.00,25.00,30.00,13,12
2022-06-09,379.56,400.00,3.00,30.00,11,12
2022-06-10,440.15,400.00,13.00,30.00,12,12
2022-06-11,399.16,400.00,20.00,30.00,7,12
2022-06-12,789.16,400.00,49.00,30.00,11,12
2022-06-13,590.73,400.00,25.00,30.00,12,12
2022-06-14,1600.14,400.00,265.00,30.00,14,12
2022-06-15,2771.17,400.00,668.00,30.00,13,12
2022-06-16,434.47,400.00,14.00,30.00,15,12
2022-06-17,583.74,400.00,25.00,30.00,13,12
2022-06-18,687.02,400.00,37.00,30.00,13,12
2022-06-19,4.25,400.00,30.00,30.00,1,12
2022-06-20,416.63,400.00,33.00,30.00,9,12
2022-06-21,578.19,400.00,41.00,30.00,13,12
2022-06-22,432.70,400.00,21.00,30.00,9,12
2022-06-23,800.65,400.00,55.00,30.00,11,12
2022-06-24,306.86,400.00,0.00,30.00,11,12
2022-06-25,564.03,400.00,8.00,30.00,15,12
2022-06-26,774.29,400.00,51.00,30.00,13,12
2022-06-27,485.46,400.00,12.00,30.00,11,12
2022-06-28,1106.64,400.00,115.00,30.00,16,12
2022-06-29,683.68,400.00,34.00,30.00,12,12
2022-06-30,795.07,400.00,52.00,30.00,11,12
2022-07-01,485.05,400.00,5.00,30.00,17,12
2022-07-02,429.56,400.00,3.00,30.00,14,12
2022-07-03,812.84,400.00,47.00,30.00,14,12
2022-07-04,585.78,400.00,25.00,30.00,14,12
2022-07-05,837.00,400.00,47.00,30.00,13,12
2022-07-06,398.71,400.00,18.00,30.00,11,12
2022-07-07,757.82,400.00,54.00,30.00,12,12
2022-07-08,734.48,400.00,32.00,30.00,14,12
2022-07-09,781.20,400.00,36.00,30.00,13,12
2022-07-10,796.45,400.00,51.00,30.00,16,12
2022-07-11,464.46,400.00,17.00,30.00,13,12
2022-07-12,821.74,400.00,48.00,30.00,12,12
2022-07-13,426.51,400.00,10.00,30.00,11,12
2022-07-14,836.72,400.00,41.00,30.00,17,12
2022-07-15,589.31,400.00,35.00,30.00,11,12
2022-07-16,740.74,400.00,32.00,30.00,13,12
2022-07-17,813.80,400.00,53.00,30.00,13,12
2022-07-18,444.89,400.00,15.00,30.00,14,12
2022-07-19,878.94,400.00,55.00,30.00,14,12
2022-07-20,450.38,400.00,18.00,30.00,14,12
2022-07-21,958.41,400.00,65.00,30.00,14,12
2022-07-22,328.72,400.00,1.00,30.00,13,12
2022-07-23,343.28,400.00,7.00,30.00,10,12
2022-07-24,798.88,400.00,47.00,30.00,14,12
2022-07-25,482.24,400.00,17.00,30.00,14,12
2022-07-26,546.74,400.00,21.00,30.00,15,12
2022-07-27,810.42,400.00,44.00,30.00,13,12
2022-07-28,801.38,400.00,48.00,30.00,14,12
2022-07-29,1059.03,400.00,90.00,30.00,12,12
2022-07-30,487.17,400.00,9.00,30.00,15,12
2022-07-31,801.66,400.00,49.00,30.00,16,12
2022-08-01,720.93,400.00,50.00,30.00,13,12
2022-08-02,13.09,400.00,30.00,30.00,3,12
2022-08-03,623.47,400.00,35.00,30.00,15,12
2022-08-04,886.52,400.00,50.00,30.00,13,12
2022-08-05,608.98,400.00,34.00,30.00,14,12
2022-08-06,562.78,400.00,21.00,30.00,12,12
2022-08-07,417.62,400.00,8.00,30.00,12,12
2022-08-08,864.95,400.00,59.00,30.00,14,12
2022-08-09,838.63,400.00,54.00,30.00,14,12
2022-08-10,622.40,400.00,41.00,30.00,12,12
2022-08-11,885.00,400.00,52.00,30.00,16,12
2022-08-12,501.16,400.00,35.00,30.00,7,12
2022-08-13,437.49,400.00,32.00,30.00,8,12
2022-08-14,838.06,400.00,45.00,30.00,16,12
2022-08-15,611.85,400.00,30.00,30.00,11,12
2022-08-16,888.03,400.00,68.00,30.00,12,12
2022-08-17,28.23,400.00,0.00,30.00,3,12
2022-08-18,932.65,400.00,69.00,30.00,13,12
2022-08-19,1150.82,400.00,81.00,30.00,17,12
2022-08-20,473.70,400.00,27.00,30.00,12,12
2022-08-21,726.21,400.00,56.00,30.00,11,12
2022-08-22,393.56,400.00,16.00,30.00,13,12
2022-08-23,941.37,400.00,75.00,30.00,11,12
2022-08-24,203.79,400.00,22.00,30.00,1,12
2022-08-25,516.93,400.00,19.00,30.00,12,12
2022-08-26,1582.98,400.00,143.00,30.00,16,12
2022-08-27,541.81,400.00,1.00,30.00,15,12
2022-08-28,617.44,400.00,33.00,30.00,15,12
2022-08-29,558.30,400.00,34.00,30.00,15,12
2022-08-30,784.49,400.00,70.00,30.00,13,12
2022-08-31,721.12,400.00,44.00,30.00,16,12
2022-09-01,764.71,400.00,52.00,30.00,14,12
2022-09-02,530.51,400.00,41.00,30.00,8,12
2022-09-03,560.42,400.00,14.00,30.00,15,12
2022-09-04,1164.73,400.00,70.00,30.00,15,12
2022-09-05,382.57,400.00,3.00,30.00,14,12
2022-09-06,961.17,400.00,75.00,30.00,15,12
2022-09-07,553.82,400.00,14.00,30.00,18,12
2022-09-08,837.64,400.00,52.00,30.00,17,12
2022-09-09,947.15,400.00,87.00,30.00,14,12
2022-09-10,600.66,400.00,17.00,30.00,18,12
2022-09-11,754.56,400.00,39.00,30.00,13,12
2022-09-12,581.04,400.00,28.00,30.00,13,12
2022-09-13,755.54,400.00,76.00,30.00,12,12
2022-09-14,895.33,400.00,50.00,30.00,14,12
2022-09-15,430.31,400.00,23.00,30.00,12,12
2022-09-16,469.08,400.00,25.00,30.00,7,12
2022-09-17,528.27,400.00,48.00,30.00,2,12
2022-09-18,814.23,400.00,52.00,30.00,16,12
2022-09-19,581.28,400.00,28.00,30.00,15,12
2022-09-20,845.90,400.00,72.00,30.00,12,12
2022-09-21,437.77,400.00,9.00,30.00,12,12
2022-09-22,907.89,400.00,56.00,30.00,15,12
2022-09-23,618.16,400.00,24.00,30.00,13,12
2022-09-24,895.40,400.00,37.00,30.00,15,12
2022-09-25,718.42,400.00,47.00,30.00,12,12
2022-09-26,417.22,400.00,12.00,30.00,11,12
2022-09-27,619.46,400.00,36.00,30.00,13,12
2022-09-28,491.00,400.00,12.00,30.00,13,12
2022-09-29,426.01,400.00,18.00,30.00,12,12
2022-09-30,692.62,400.00,42.00,30.00,14,12
2022-10-01,478.37,400.00,3.00,30.00,15,12
2022-10-02,399.43,400.00,3.00,30.00,15,12
2022-10-03,793.78,400.00,44.00,30.00,15,12
2022-10-04,883.87,400.00,51.00,30.00,14,12
2022-10-05,599.46,400.00,20.00,30.00,17,12
2022-10-06,708.06,400.00,34.00,30.00,17,12
2022-10-07,798.24,400.00,36.00,30.00,15,12
2022-10-08,433.60,400.00,21.00,30.00,14,12
2022-10-09,828.91,400.00,54.00,30.00,13,12
2022-10-10,474.07,400.00,24.00,30.00,14,12
2022-10-11,870.80,400.00,51.00,30.00,16,12
2022-10-12,440.69,400.00,15.00,30.00,14,12
2022-10-13,341.73,400.00,15.00,30.00,12,12
2022-10-14,402.25,400.00,4.00,30.00,10,12
2022-10-15,880.88,400.00,40.00,30.00,17,12
2022-10-16,813.44,400.00,49.00,30.00,13,12
2022-10-17,806.68,400.00,59.00,30.00,13,12
2022-10-18,785.60,400.00,48.00,30.00,14,12
2022-10-19,446.99,400.00,13.00,30.00,13,12
2022-10-20,853.58,400.00,51.00,30.00,16,12
2022-10-21,887.85,400.00,42.00,30.00,17,12
2022-10-22,782.73,400.00,40.00,30.00,12,12
2022-10-23,856.32,400.00,60.00,30.00,13,12
2022-10-24,497.78,400.00,25.00,30.00,14,12
2022-10-25,798.67,400.00,63.00,30.00,12,12
2022-10-26,818.18,400.00,45.00,30.00,13,12
2022-10-27,748.52,400.00,59.00,30.00,11,12
2022-10-28,125.19,400.00,0.00,30.00,4,12
2022-10-29,499.13,400.00,2.00,30.00,11,12
2022-10-30,25.30,400.00,0.00,30.00,1,12
2022-10-31,514.47,400.00,26.00,30.00,15,12
2022-11-01,800.10,400.00,54.00,30.00,14,12
2022-11-02,642.33,400.00,39.00,30.00,14,12
2022-11-03,815.01,400.00,52.00,30.00,12,12
2022-11-04,724.30,400.00,46.00,30.00,11,12
2022-11-05,504.05,400.00,2.00,30.00,14,12
2022-11-06,866.27,400.00,57.00,30.00,12,12
2022-11-07,513.80,400.00,23.00,30.00,15,12
2022-11-08,572.57,400.00,28.00,30.00,13,12
2022-11-09,830.67,400.00,50.00,30.00,14,12
2022-11-10,65.93,400.00,3.00,30.00,2,12
2022-11-11,710.75,400.00,47.00,30.00,13,12
2022-11-12,780.13,400.00,42.00,30.00,16,12
2022-11-13,4.56,400.00,0.00,30.00,1,12
2022-11-14,497.05,400.00,13.00,30.00,14,12
2022-11-15,1134.77,400.00,83.00,30.00,14,12
2022-11-16,461.27,400.00,11.00,30.00,14,12
2022-11-17,813.54,400.00,60.00,30.00,12,12
2022-11-18,172.50,400.00,1.00,30.00,7,12
2022-11-19,378.31,400.00,1.00,30.00,15,12
2022-11-20,327.72,400.00,2.00,30.00,12,12
2022-11-21,416.26,400.00,0.00,30.00,12,12
2022-11-22,462.73,400.00,6.00,30.00,16,12
2022-11-23,243.44,400.00,8.00,30.00,7,12
2022-11-24,378.69,400.00,6.00,30.00,14,12
2022-11-25,679.94,400.00,32.00,30.00,16,12
2022-11-26,382.04,400.00,8.00,30.00,11,12
2022-11-27,425.69,400.00,7.00,30.00,14,12
2022-11-28,512.83,400.00,22.00,30.00,10,12
2022-11-29,259.62,400.00,3.00,30.00,10,12
2022-11-30,694.00,400.00,33.00,30.00,15,12
2022-12-01,526.92,400.00,17.00,30.00,12,12
2022-12-02,652.71,400.00,22.00,30.00,15,12
2022-12-03,658.98,400.00,45.00,30.00,10,12
2022-12-04,583.01,400.00,12.00,30.00,16,12
2022-12-05,11.86,400.00,0.00,30.00,1,12
2022-12-06,819.75,400.00,47.00,30.00,13,12
2022-12-07,35.94,400.00,0.00,30.00,2,12
2022-12-08,723.66,400.00,40.00,30.00,12,12
2022-12-09,756.83,400.00,46.00,30.00,14,12
2022-12-10,465.66,400.00,21.00,30.00,9,12
2022-12-11,14.23,400.00,1.00,30.00,0,12
2022-12-12,487.24,400.00,30.00,30.00,12,12
2022-12-13,648.98,400.00,21.00,30.00,18,12
2022-12-14,123.85,400.00,0.00,30.00,11,12
2022-12-15,126.37,400.00,0.00,30.00,6,12
2022-12-16,175.13,400.00,2.00,30.00,7,12
2022-12-17,239.32,400.00,5.00,30.00,10,12
2022-12-18,382.93,400.00,0.00,30.00,15,12
2022-12-19,32.64,400.00,0.00,30.00,3,12
2022-12-20,366.28,400.00,4.00,30.00,12,12
2022-12-21,96.35,400.00,2.00,30.00,2,12
2022-12-22,12.90,400.00,0.00,30.00,0,12
2022-12-23,347.76,400.00,2.00,30.00,12,12
2022-12-24,391.46,400.00,15.00,30.00,11,12
2022-12-25,375.26,400.00,20.00,30.00,10,12
2022-12-26,439.12,400.00,26.00,30.00,6,12
2022-12-27,275.08,400.00,4.00,30.00,10,12
2022-12-28,428.67,400.00,13.00,30.00,11,12
2022-12-29,404.56,400.00,9.00,30.00,12,12
2022-12-30,801.75,400.00,40.00,30.00,17,12
