Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2025-03-10,717.82,500.00,50.00,30.00,11,12
2025-03-11,885.02,500.00,58.00,30.00,18,12
2025-03-12,239.94,500.00,12.00,30.00,6,12
2025-03-13,0.00,500.00,0.00,30.00,0,12
2025-03-14,466.41,500.00,34.00,30.00,10,12
2025-03-15,969.83,500.00,80.00,30.00,13,12
2025-03-16,369.40,500.00,9.00,30.00,11,12
2025-03-17,406.31,500.00,15.00,30.00,11,12
2025-03-18,377.43,500.00,20.00,30.00,12,12
2025-03-19,879.54,500.00,49.00,30.00,15,12
2025-03-20,929.24,500.00,67.00,30.00,15,12
2025-03-21,341.14,500.00,39.00,30.00,6,12
2025-03-22,938.47,500.00,65.00,30.00,14,12
2025-03-23,805.19,500.00,54.00,30.00,13,12
2025-03-24,417.02,500.00,20.00,30.00,10,12
2025-03-25,703.80,500.00,55.00,30.00,10,12
2025-03-26,0.00,500.00,0.00,30.00,0,12
2025-03-27,171.54,500.00,1.00,30.00,6,12
2025-03-28,560.50,500.00,36.00,30.00,14,12
2025-03-29,957.47,500.00,68.00,30.00,14,12
2025-03-30,821.44,500.00,54.00,30.00,11,12
2025-03-31,868.13,500.00,53.00,30.00,14,12
2025-04-01,420.63,500.00,23.00,30.00,14,12
2025-04-02,842.71,500.00,55.00,30.00,15,12
2025-04-03,769.64,500.00,61.00,30.00,15,12
2025-04-04,1092.99,500.00,71.00,30.00,15,12
2025-04-05,1189.76,500.00,192.00,30.00,14,12
2025-04-06,533.12,500.00,8.00,30.00,13,12
2025-04-07,713.84,500.00,37.00,30.00,11,12
2025-04-08,879.35,500.00,43.00,30.00,18,12
2025-04-09,1208.97,500.00,107.00,30.00,16,12
2025-04-10,731.81,500.00,40.00,30.00,11,12
2025-04-11,1313.39,500.00,100.00,30.00,15,12
2025-04-12,275.41,500.00,10.00,30.00,7,12
2025-04-13,785.00,500.00,42.00,30.00,12,12
2025-04-14,893.75,500.00,56.00,30.00,13,12
2025-04-15,816.59,500.00,43.00,30.00,13,12
2025-04-16,895.53,500.00,39.00,30.00,13,12
2025-04-17,559.17,500.00,23.00,30.00,13,12
2025-04-18,1010.30,500.00,166.00,30.00,11,12
2025-04-19,35.54,500.00,0.00,30.00,2,12
2025-04-20,929.52,500.00,72.00,30.00,9,12
2025-04-21,785.33,500.00,39.00,30.00,11,12
2025-04-22,898.20,500.00,42.00,30.00,13,12
2025-04-23,583.22,500.00,24.00,30.00,16,12
2025-04-24,788.51,500.00,36.00,30.00,12,12
2025-04-25,366.51,500.00,19.00,30.00,11,12
2025-04-26,898.27,500.00,42.00,30.00,14,12
2025-04-27,889.96,500.00,56.00,30.00,10,12
2025-04-28,752.02,500.00,38.00,30.00,12,12
2025-04-29,395.26,500.00,4.00,30.00,11,12
2025-04-30,481.11,500.00,8.00,30.00,12,12
2025-05-01,867.99,500.00,27.00,30.00,13,12
2025-05-02,821.77,500.00,44.00,30.00,13,12
2025-05-03,649.93,500.00,12.00,30.00,14,12
2025-05-04,668.54,500.00,20.00,30.00,13,12
2025-05-05,709.22,500.00,34.00,30.00,8,12
2025-05-06,840.76,500.00,37.00,30.00,12,12
2025-05-07,656.85,500.00,21.00,30.00,16,12
2025-05-08,751.56,500.00,44.00,30.00,12,12
2025-05-09,380.16,500.00,23.00,30.00,9,12
2025-05-10,531.78,500.00,8.00,30.00,12,12
2025-05-11,714.02,500.00,23.00,30.00,16,12
2025-05-12,219.70,500.00,5.00,30.00,7,12
2025-05-13,772.10,500.00,58.00,30.00,6,12
2025-05-14,710.77,500.00,36.00,30.00,11,12
2025-05-15,500.90,500.00,7.00,30.00,12,12
2025-05-16,690.16,500.00,36.00,30.00,8,12
2025-05-17,382.59,500.00,4.00,30.00,13,12
2025-05-18,378.40,500.00,15.00,30.00,11,12
2025-05-19,876.41,500.00,40.00,30.00,13,12
2025-05-20,822.51,500.00,54.00,30.00,13,12
2025-05-21,344.38,500.00,2.00,30.00,14,12
2025-05-22,777.65,500.00,55.00,30.00,10,12
2025-05-23,652.26,500.00,11.00,30.00,14,12
2025-05-24,1122.62,500.00,44.00,30.00,16,12
2025-05-25,590.46,500.00,19.00,30.00,13,12
2025-05-26,730.47,500.00,42.00,30.00,10,12
2025-05-27,838.39,500.00,40.00,30.00,13,12
2025-05-28,705.36,500.00,36.00,30.00,10,12
2025-05-29,817.38,500.00,55.00,30.00,7,12
2025-05-30,0.00,500.00,0.00,30.00,0,12
2025-05-31,1.09,500.00,0.00,30.00,0,12
2025-06-01,661.97,500.00,20.00,30.00,13,12
2025-06-02,548.07,500.00,12.00,30.00,12,12
2025-06-03,783.13,500.00,55.00,30.00,13,12
2025-06-04,310.20,500.00,20.00,30.00,6,12
2025-06-05,686.02,500.00,55.00,30.00,13,12
2025-06-06,1426.10,500.00,88.00,30.00,17,12
2025-06-07,1471.60,500.00,104.00,30.00,17,12
2025-06-08,927.78,500.00,66.00,30.00,11,12
2025-06-09,244.41,500.00,1.00,30.00,7,12
2025-06-10,976.19,500.00,66.00,30.00,12,12
2025-06-11,404.14,500.00,17.00,30.00,10,12
2025-06-12,1029.98,500.00,100.00,30.00,12,12
2025-06-13,62.86,500.00,2.00,30.00,2,12
2025-06-14,378.60,500.00,15.00,30.00,7,12
2025-06-15,412.44,500.00,17.00,30.00,10,12
2025-06-16,791.53,500.00,44.00,30.00,9,12
2025-06-17,216.70,500.00,0.00,30.00,7,12
2025-06-18,758.69,500.00,37.00,30.00,16,12
2025-06-19,1201.76,500.00,45.00,30.00,14,12
2025-06-20,709.13,500.00,45.00,30.00,15,12
2025-06-21,284.20,500.00,4.00,30.00,8,12
2025-06-22,1248.18,500.00,63.00,30.00,14,12
2025-06-23,525.72,500.00,7.00,30.00,14,12
2025-06-24,749.24,500.00,43.00,30.00,11,12
2025-06-25,710.45,500.00,33.00,30.00,12,12
2025-06-26,408.80,500.00,11.00,30.00,13,12
2025-06-27,700.53,500.00,17.00,30.00,17,12
2025-06-28,1412.36,500.00,72.00,30.00,16,12
2025-06-29,287.01,500.00,6.00,30.00,7,12
2025-06-30,825.99,500.00,51.00,30.00,14,12
2025-07-01,606.13,500.00,34.00,30.00,9,12
2025-07-02,764.86,500.00,47.00,30.00,15,12
2025-07-03,783.94,500.00,40.00,30.00,15,12
2025-07-04,457.55,500.00,10.00,30.00,11,12
2025-07-05,223.57,500.00,2.00,30.00,7,12
2025-07-06,624.35,500.00,18.00,30.00,12,12
2025-07-07,681.41,500.00,47.00,30.00,10,12
2025-07-08,1215.08,500.00,95.00,30.00,15,12
2025-07-09,295.74,500.00,2.00,30.00,8,12
2025-07-10,0.30,500.00,0.00,30.00,0,12
2025-07-11,338.76,500.00,20.00,30.00,6,12
2025-07-12,422.32,500.00,3.00,30.00,10,12
2025-07-13,1390.04,500.00,74.00,30.00,16,12
2025-07-14,145.23,500.00,2.00,30.00,4,12
2025-07-15,779.31,500.00,51.00,30.00,15,12
2025-07-16,313.48,500.00,8.00,30.00,11,12
2025-07-18,0.00,500.00,0.00,30.00,0,12
2025-07-19,759.25,500.00,47.00,30.00,7,12
2025-07-20,949.86,500.00,79.00,30.00,14,12
2025-07-21,780.68,500.00,39.00,30.00,13,12
2025-07-22,575.49,500.00,31.00,30.00,15,12
2025-07-23,718.71,500.00,61.00,30.00,13,12
2025-07-24,414.31,500.00,7.00,30.00,12,12
2025-07-25,832.17,500.00,61.00,30.00,9,12
2025-07-26,222.28,500.00,3.00,30.00,9,12
2025-07-27,891.79,500.00,50.00,30.00,14,12
2025-07-28,299.28,500.00,5.00,30.00,8,12
2025-07-29,912.73,500.00,66.00,30.00,10,12
2025-07-30,1224.05,500.00,70.00,30.00,14,12
2025-07-31,871.67,500.00,51.00,30.00,16,12
2025-08-01,302.08,500.00,3.00,30.00,11,12
2025-08-02,495.14,500.00,25.00,30.00,15,12
2025-08-03,873.39,500.00,47.00,30.00,18,12
2025-08-04,688.43,500.00,61.00,30.00,13,12
2025-08-05,960.14,500.00,65.00,30.00,9,12
2025-08-06,852.16,500.00,44.00,30.00,16,12
2025-08-07,795.54,500.00,55.00,30.00,10,12
2025-08-09,804.87,500.00,56.00,30.00,3,12
2025-08-10,360.89,500.00,7.00,30.00,10,12
2025-08-11,919.21,500.00,39.00,30.00,15,12
2025-08-12,1819.84,500.00,118.00,30.00,8,12
2025-08-13,336.67,500.00,3.00,30.00,11,12
2025-08-14,598.20,500.00,37.00,30.00,8,12
2025-08-15,189.22,500.00,12.00,30.00,1,12
2025-08-16,214.99,500.00,7.00,30.00,5,12
2025-08-17,407.76,500.00,5.00,30.00,10,12
2025-08-18,760.28,500.00,38.00,30.00,11,12
2025-08-19,955.11,500.00,64.00,30.00,13,12
2025-08-20,695.16,500.00,33.00,30.00,12,12
2025-08-21,460.33,500.00,5.00,30.00,12,12
2025-08-22,3.96,500.00,0.00,30.00,0,12
2025-08-23,0.00,500.00,0.00,30.00,0,12
2025-08-24,776.35,500.00,44.00,30.00,14,12
2025-08-25,1013.77,500.00,63.00,30.00,13,12
2025-08-26,329.93,500.00,8.00,30.00,8,12
2025-08-27,522.16,500.00,13.00,30.00,10,12
2025-08-28,301.84,500.00,2.00,30.00,9,12
2025-08-29,1289.36,500.00,64.00,30.00,11,12
2025-08-30,1536.74,500.00,83.00,30.00,16,12
2025-08-31,800.02,500.00,32.00,30.00,15,12
2025-09-01,419.64,500.00,3.00,30.00,10,12
2025-09-02,743.78,500.00,58.00,30.00,7,12
2025-09-03,0.00,500.00,0.00,30.00,3,12
2025-09-04,930.92,500.00,55.00,30.00,17,12
2025-09-05,545.83,500.00,6.00,30.00,13,12
2025-09-06,399.63,500.00,14.00,30.00,9,12
2025-09-07,480.17,500.00,6.00,30.00,13,12
2025-09-08,0.00,0.00,0.00,30.00,0,12
2025-09-09,0.00,500.00,0.00,30.00,0,12
2025-09-10,692.67,500.00,39.00,30.00,7,12
2025-09-11,942.94,500.00,60.00,30.00,12,12
2025-09-12,209.83,500.00,3.00,30.00,9,12
2025-09-13,987.96,500.00,63.00,30.00,13,12
2025-09-14,313.94,500.00,4.00,30.00,12,12
2025-09-15,675.93,500.00,42.00,30.00,10,12
2025-09-16,889.83,500.00,51.00,30.00,13,12
2025-09-17,1017.58,500.00,54.00,30.00,10,12
2025-09-18,450.79,500.00,10.00,30.00,13,12
2025-09-19,891.51,500.00,76.00,30.00,13,12
2025-09-20,471.27,500.00,8.00,30.00,13,12
2025-09-21,873.02,500.00,46.00,30.00,14,12
2025-09-22,960.87,500.00,54.00,30.00,6,12
2025-09-23,381.08,500.00,13.00,30.00,9,12
2025-09-24,1318.56,500.00,84.00,30.00,13,12
2025-09-25,169.42,500.00,7.00,30.00,5,12
2025-09-26,262.31,500.00,7.00,30.00,7,12
2025-09-27,792.89,500.00,49.00,30.00,3,12
2025-09-28,188.68,500.00,5.00,30.00,7,12
2025-09-29,506.18,500.00,18.00,30.00,10,12
2025-09-30,9.39,500.00,0.00,30.00,1,12
2025-10-01,775.71,500.00,46.00,30.00,14,12
2025-10-02,722.62,500.00,39.00,30.00,17,12
2025-10-03,154.88,500.00,10.00,30.00,4,12
2025-10-04,0.55,500.00,0.00,30.00,0,12
2025-10-05,572.13,500.00,35.00,30.00,8,12
2025-10-06,262.11,500.00,0.00,30.00,10,12
2025-10-07,0.96,500.00,0.00,30.00,0,12
2025-10-08,351.94,500.00,3.00,30.00,10,12
2025-10-09,282.77,500.00,1.00,30.00,11,12
2025-10-10,357.43,500.00,3.00,30.00,15,12
2025-10-11,386.08,500.00,11.00,30.00,11,12
2025-10-12,407.55,500.00,5.00,30.00,15,12
2025-10-13,846.36,500.00,74.00,30.00,12,12
2025-10-14,941.25,500.00,65.00,30.00,11,12
2025-10-15,669.64,500.00,53.00,30.00,10,12
2025-10-16,138.56,500.00,2.00,30.00,5,12
2025-10-17,422.33,500.00,10.00,30.00,10,12
2025-10-18,7.46,500.00,1.00,30.00,0,12
2025-10-19,408.50,500.00,9.00,30.00,14,12
2025-10-20,706.81,500.00,42.00,30.00,11,12
2025-10-21,394.00,500.00,6.00,30.00,12,12
2025-10-22,428.09,500.00,8.00,30.00,15,12
2025-10-23,93.87,500.00,4.00,30.00,3,12
2025-10-24,198.99,500.00,2.00,30.00,5,12
2025-10-25,623.01,500.00,47.00,30.00,8,12
2025-10-26,768.38,500.00,33.00,30.00,13,12
2025-10-27,793.28,500.00,44.00,30.00,13,12
2025-10-28,1358.64,500.00,70.00,30.00,16,12
2025-10-29,1665.45,500.00,89.00,30.00,15,12
2025-10-30,438.59,500.00,4.00,30.00,15,12
2025-10-31,678.44,500.00,14.00,30.00,15,12
2025-11-01,1111.23,500.00,57.00,30.00,16,12
2025-11-02,340.14,500.00,3.00,30.00,10,12
2025-11-03,1068.34,500.00,69.00,30.00,15,12
2025-11-04,833.21,500.00,53.00,30.00,13,12
2025-11-05,377.64,500.00,6.00,30.00,13,12
2025-11-06,800.36,500.00,42.00,30.00,14,12
2025-11-07,363.09,500.00,5.00,30.00,9,12
2025-11-09,0.00,500.00,0.00,30.00,0,12
2025-11-10,1066.48,500.00,68.00,30.00,15,12
2025-11-11,867.43,500.00,46.00,30.00,13,12
2025-11-12,183.83,500.00,1.00,30.00,9,12
2025-11-13,1004.26,500.00,62.00,30.00,10,12
2025-11-14,311.58,500.00,2.00,30.00,10,12
2025-11-15,767.34,500.00,48.00,30.00,11,12
2025-11-16,279.31,500.00,4.00,30.00,13,12
2025-11-17,1033.91,500.00,62.00,30.00,14,12
2025-11-18,469.81,500.00,2.00,30.00,12,12
2025-11-19,806.17,500.00,41.00,30.00,14,12
2025-11-20,497.19,500.00,25.00,30.00,11,12
2025-11-21,959.82,500.00,60.00,30.00,10,12
2025-11-22,116.97,500.00,19.00,30.00,2,12
2025-11-23,50.27,500.00,1.00,30.00,2,12
2025-11-24,832.59,500.00,46.00,30.00,14,12
2025-11-25,977.12,500.00,70.00,30.00,13,12
2025-11-26,313.63,500.00,3.00,30.00,12,12
2025-11-27,433.24,500.00,8.00,30.00,17,12
2025-11-28,15.53,500.00,0.00,30.00,1,12
2025-11-29,805.29,500.00,42.00,30.00,14,12
2025-11-30,769.61,500.00,49.00,30.00,12,12
2025-12-01,716.57,500.00,47.00,30.00,12,12
2025-12-02,589.25,500.00,45.00,30.00,7,12
2025-12-03,749.71,500.00,43.00,30.00,13,12
2025-12-04,680.58,500.00,43.00,30.00,11,12
2025-12-05,61.23,500.00,0.00,30.00,3,12
2025-12-06,883.68,500.00,46.00,30.00,16,12
2025-12-07,698.02,500.00,39.00,30.00,11,12
2025-12-08,743.32,500.00,44.00,30.00,11,12
2025-12-09,966.04,500.00,67.00,30.00,13,12
2025-12-10,797.90,500.00,40.00,30.00,11,12
2025-12-11,956.51,500.00,64.00,30.00,12,12
2025-12-12,44.23,500.00,0.00,30.00,3,12
2025-12-13,862.17,500.00,54.00,30.00,16,12
2025-12-14,135.25,500.00,16.00,30.00,4,12
2025-12-15,719.59,500.00,57.00,30.00,10,12
2025-12-16,893.92,500.00,56.00,30.00,14,12
2025-12-17,770.93,500.00,40.00,30.00,14,12
2025-12-18,762.18,500.00,39.00,30.00,16,12
2025-12-19,410.73,500.00,3.00,30.00,12,12
2025-12-20,1001.47,500.00,51.00,30.00,10,12
2025-12-21,931.11,500.00,82.00,30.00,14,12
2025-12-22,759.56,500.00,43.00,30.00,11,12
2025-12-23,982.34,500.00,61.00,30.00,11,12
2025-12-24,824.53,500.00,56.00,30.00,15,12
2025-12-25,237.15,500.00,11.00,30.00,5,12
2025-12-26,1129.53,500.00,53.00,30.00,13,12
2025-12-27,655.45,500.00,40.00,30.00,13,12
2025-12-28,390.91,500.00,6.00,30.00,12,12
2025-12-29,704.94,500.00,45.00,30.00,10,12
2025-12-30,621.05,500.00,11.00,30.00,12,12
