Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2019-06-19,492.99,350.00,49.00,30.00,14,12
2019-06-20,499.22,350.00,47.00,30.00,12,12
2019-06-21,758.26,350.00,80.00,30.00,15,12
2019-06-22,622.45,350.00,45.00,30.00,15,12
2019-06-23,484.60,350.00,48.00,30.00,12,12
2019-06-24,833.97,350.00,85.00,30.00,15,12
2019-06-25,492.32,350.00,37.00,30.00,15,12
2019-06-26,434.60,350.00,37.00,30.00,11,12
2019-06-27,290.09,350.00,26.00,30.00,8,12
2019-06-28,43.41,350.00,4.00,30.00,1,12
2019-06-29,259.95,350.00,9.00,30.00,6,12
2019-06-30,442.85,350.00,30.00,30.00,14,12
2019-07-01,439.88,350.00,29.00,30.00,15,12
2019-07-02,491.08,350.00,44.00,30.00,11,12
2019-07-03,459.31,350.00,35.00,30.00,14,12
2019-07-04,492.36,350.00,35.00,30.00,14,12
2019-07-05,631.01,350.00,48.00,30.00,10,12
2019-07-06,338.23,350.00,16.00,30.00,12,12
2019-07-07,486.59,350.00,39.00,30.00,16,12
2019-07-08,352.07,350.00,37.00,30.00,9,12
2019-07-09,460.07,350.00,33.00,30.00,15,12
2019-07-10,370.46,350.00,36.00,30.00,9,12
2019-07-11,451.65,350.00,48.00,30.00,11,12
2019-07-12,465.25,350.00,44.00,30.00,11,12
2019-07-13,612.35,350.00,60.00,30.00,12,12
2019-07-14,479.62,350.00,37.00,30.00,13,12
2019-07-15,692.50,350.00,68.00,30.00,10,12
2019-07-16,364.77,350.00,24.00,30.00,10,12
2019-07-17,478.83,350.00,45.00,30.00,15,12
2019-07-18,385.51,350.00,41.00,30.00,10,12
2019-07-19,479.69,350.00,34.00,30.00,13,12
2019-07-20,459.85,350.00,45.00,30.00,12,12
2019-07-21,529.79,350.00,40.00,30.00,15,12
2019-07-22,731.43,350.00,59.00,30.00,11,12
2019-07-23,535.31,350.00,46.00,30.00,15,12
2019-07-24,356.36,350.00,39.00,30.00,10,12
2019-07-25,523.07,350.00,40.00,30.00,10,12
2019-07-26,729.43,350.00,64.00,30.00,12,12
2019-07-27,544.62,350.00,41.00,30.00,11,12
2019-07-28,167.41,350.00,17.00,30.00,4,12
2019-07-29,391.64,350.00,31.00,30.00,13,12
2019-07-30,455.81,350.00,49.00,30.00,10,12
2019-07-31,471.65,350.00,46.00,30.00,11,12
2019-08-01,456.14,350.00,37.00,30.00,12,12
2019-08-02,1013.57,350.00,102.00,30.00,13,12
2019-08-03,242.12,350.00,4.00,30.00,6,12
2019-08-04,482.51,350.00,42.00,30.00,13,12
2019-08-05,451.59,350.00,45.00,30.00,11,12
2019-08-06,562.28,350.00,61.00,30.00,10,12
2019-08-07,465.18,350.00,33.00,30.00,14,12
2019-08-08,534.35,350.00,48.00,30.00,16,12
2019-08-09,465.44,350.00,38.00,30.00,13,12
2019-08-10,566.03,350.00,59.00,30.00,12,12
2019-08-11,430.05,350.00,33.00,30.00,12,12
2019-08-12,506.31,350.00,50.00,30.00,14,12
2019-08-13,383.69,350.00,34.00,30.00,13,12
2019-08-14,626.94,350.00,87.00,30.00,10,12
2019-08-15,653.11,350.00,72.00,30.00,16,12
2019-08-16,562.97,350.00,80.00,30.00,11,12
2019-08-19,0.00,350.00,0.00,30.00,0,12
2019-08-20,472.16,350.00,49.00,30.00,11,12
2019-08-21,388.46,350.00,31.00,30.00,11,12
2019-08-22,401.40,350.00,32.00,30.00,12,12
2019-08-23,429.84,350.00,42.00,30.00,12,12
2019-08-24,457.97,350.00,34.00,30.00,9,12
2019-08-25,392.88,350.00,26.00,30.00,11,12
2019-08-26,0.00,350.00,0.00,30.00,0,12
2019-08-27,262.73,350.00,20.00,30.00,6,12
2019-08-28,222.08,350.00,8.00,30.00,6,12
2019-08-29,385.43,350.00,29.00,30.00,9,12
2019-08-30,676.97,350.00,90.00,30.00,10,12
2019-08-31,362.53,350.00,22.00,30.00,12,12
2019-09-01,490.66,350.00,49.00,30.00,15,12
2019-09-02,541.82,350.00,63.00,30.00,12,12
2019-09-03,556.23,350.00,51.00,30.00,13,12
2019-09-04,489.78,350.00,39.00,30.00,10,12
2019-09-05,512.36,350.00,44.00,30.00,14,12
2019-09-06,263.95,350.00,16.00,30.00,7,12
2019-09-07,263.56,350.00,13.00,30.00,5,12
2019-09-08,2.83,350.00,0.00,30.00,0,12
2019-09-09,416.74,350.00,29.00,30.00,11,12
2019-09-10,474.82,350.00,41.00,30.00,12,12
2019-09-11,446.75,350.00,38.00,30.00,9,12
2019-09-12,187.57,350.00,2.00,30.00,10,12
2019-09-13,564.33,350.00,49.00,30.00,12,12
2019-09-14,348.33,350.00,23.00,30.00,5,12
2019-09-15,569.79,350.00,41.00,30.00,11,12
2019-09-16,514.64,350.00,55.00,30.00,11,12
2019-09-17,281.27,350.00,33.00,30.00,6,12
2019-09-18,420.21,350.00,46.00,30.00,10,12
2019-09-19,483.89,350.00,44.00,30.00,11,12
2019-09-20,357.15,350.00,20.00,30.00,10,12
2019-09-21,378.55,350.00,22.00,30.00,11,12
2019-09-22,487.29,350.00,33.00,30.00,16,12
2019-09-23,395.90,350.00,30.00,30.00,10,12
2019-09-24,208.79,350.00,19.00,30.00,7,12
2019-09-25,460.47,350.00,46.00,30.00,10,12
2019-09-26,539.02,350.00,52.00,30.00,14,12
2019-09-27,575.01,350.00,59.00,30.00,9,12
2019-09-28,594.33,350.00,52.00,30.00,20,12
2019-09-29,593.71,350.00,53.00,30.00,13,12
2019-09-30,603.11,350.00,40.00,30.00,13,12
2019-10-01,512.46,350.00,44.00,30.00,12,12
2019-10-02,1074.82,350.00,102.00,30.00,13,12
2019-10-03,782.11,350.00,45.00,30.00,15,12
2019-10-04,544.33,350.00,35.00,30.00,13,12
2019-10-05,512.31,350.00,35.00,30.00,11,12
2019-10-06,473.34,350.00,49.00,30.00,12,12
2019-10-07,560.84,350.00,46.00,30.00,13,12
2019-10-08,538.14,350.00,46.00,30.00,13,12
2019-10-09,370.54,350.00,38.00,30.00,9,12
2019-10-10,548.71,350.00,55.00,30.00,13,12
2019-10-11,527.78,350.00,49.00,30.00,13,12
2019-10-12,338.02,350.00,21.00,30.00,9,12
2019-10-13,558.96,350.00,47.00,30.00,14,12
2019-10-14,198.68,350.00,22.00,30.00,4,12
2019-10-15,691.06,350.00,69.00,30.00,14,12
2019-10-16,435.07,350.00,57.00,30.00,8,12
2019-10-17,589.30,350.00,53.00,30.00,14,12
2019-10-18,582.18,350.00,58.00,30.00,14,12
2019-10-19,459.36,350.00,52.00,30.00,10,12
2019-10-20,633.05,350.00,56.00,30.00,16,12
2019-10-21,577.25,350.00,45.00,30.00,14,12
2019-10-22,644.95,350.00,65.00,30.00,13,12
2019-10-23,547.46,350.00,66.00,30.00,10,12
2019-10-24,702.63,350.00,72.00,30.00,15,12
2019-10-25,914.56,350.00,138.00,30.00,14,12
2019-10-26,864.08,350.00,114.00,30.00,12,12
2019-10-27,469.53,350.00,57.00,30.00,10,12
2019-10-28,705.14,350.00,69.00,30.00,16,12
2019-10-29,518.26,350.00,62.00,30.00,7,12
2019-10-30,89.48,350.00,0.00,30.00,5,12
2019-11-02,0.00,350.00,0.00,30.00,0,12
2019-11-03,527.10,350.00,46.00,30.00,11,12
2019-11-04,573.86,350.00,45.00,30.00,14,12
2019-11-05,611.06,350.00,50.00,30.00,15,12
2019-11-06,565.97,350.00,56.00,30.00,14,12
2019-11-07,442.56,350.00,41.00,30.00,10,12
2019-11-08,460.10,350.00,44.00,30.00,10,12
2019-11-09,500.13,350.00,55.00,30.00,12,12
2019-11-10,678.63,350.00,82.00,30.00,14,12
2019-11-11,353.48,350.00,34.00,30.00,8,12
2019-11-17,678.64,350.00,75.00,30.00,14,12
2019-11-18,457.62,350.00,49.00,30.00,10,12
2019-11-19,220.63,350.00,32.00,30.00,2,12
2019-11-24,595.02,350.00,61.00,30.00,15,12
2019-11-25,258.42,350.00,29.00,30.00,4,12
2019-11-26,609.89,350.00,62.00,30.00,13,12
2019-11-27,335.50,350.00,38.00,30.00,6,12
2019-11-30,97.55,350.00,1.00,30.00,5,12
2019-12-01,738.40,350.00,80.00,30.00,17,12
2019-12-02,461.86,350.00,48.00,30.00,11,12
2019-12-03,567.85,350.00,54.00,30.00,11,12
2019-12-04,680.15,350.00,61.00,30.00,16,12
2019-12-05,323.25,350.00,17.00,30.00,5,12
2019-12-06,318.29,350.00,25.00,30.00,8,12
2019-12-07,0.00,350.00,0.00,30.00,0,12
2019-12-08,467.42,350.00,39.00,30.00,12,12
2019-12-09,12.89,350.00,0.00,30.00,1,12
2019-12-11,174.92,350.00,3.00,30.00,10,12
2019-12-12,380.22,350.00,23.00,30.00,15,12
2019-12-13,277.09,350.00,28.00,30.00,6,12
2019-12-15,67.14,350.00,0.00,30.00,4,12
2019-12-16,217.57,350.00,1.00,30.00,11,12
2019-12-17,367.44,350.00,55.00,30.00,4,12
2019-12-18,33.65,350.00,2.00,30.00,1,12
2019-12-22,208.21,350.00,2.00,30.00,12,12
2019-12-23,170.64,350.00,6.00,30.00,7,12
2019-12-24,311.08,350.00,26.00,30.00,7,12
2019-12-27,0.00,350.00,0.00,30.00,0,12
2019-12-28,329.41,350.00,27.00,30.00,11,12
2019-12-30,432.58,350.00,37.00,30.00,12,12
