Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2024-02-12,316.23,330.00,6.00,30.00,9,12
2024-02-13,1700.07,330.00,129.00,30.00,16,12
2024-02-14,320.72,330.00,2.00,30.00,12,12
2024-02-15,366.83,330.00,4.00,30.00,17,12
2024-02-16,221.50,330.00,1.00,30.00,13,12
2024-02-17,329.13,330.00,0.00,30.00,12,12
2024-02-18,854.95,330.00,54.00,30.00,17,12
2024-02-19,380.44,330.00,4.00,30.00,13,12
2024-02-20,616.61,330.00,31.00,30.00,10,12
2024-02-21,1065.76,330.00,122.00,30.00,13,12
2024-02-22,825.91,330.00,55.00,30.00,10,12
2024-02-23,408.15,330.00,3.00,30.00,14,12
2024-02-24,478.61,330.00,55.00,30.00,12,12
2024-02-25,842.04,330.00,55.00,30.00,12,12
2024-02-26,369.59,330.00,5.00,30.00,13,12
2024-02-27,860.67,330.00,52.00,30.00,13,12
2024-02-28,427.17,330.00,10.00,30.00,12,12
2024-02-29,885.53,330.00,54.00,30.00,14,12
2024-03-01,346.93,330.00,10.00,30.00,12,12
2024-03-02,1189.13,330.00,70.00,30.00,18,12
2024-03-03,935.71,330.00,51.00,30.00,14,12
2024-03-04,369.31,330.00,1.00,30.00,15,12
2024-03-05,403.18,330.00,3.00,30.00,12,12
2024-03-06,495.69,330.00,21.00,30.00,14,12
2024-03-07,899.62,330.00,58.00,30.00,11,12
2024-03-08,461.23,330.00,67.00,30.00,13,12
2024-03-09,1159.59,330.00,114.00,30.00,16,12
2024-03-10,935.74,330.00,54.00,30.00,13,12
2024-03-11,695.99,330.00,36.00,30.00,14,12
2024-03-12,936.74,330.00,52.00,30.00,15,12
2024-03-13,360.64,330.00,3.00,30.00,10,12
2024-03-14,364.09,330.00,1.00,30.00,10,12
2024-03-15,890.87,330.00,149.00,30.00,18,12
2024-03-16,501.81,330.00,226.00,30.00,14,12
2024-03-17,994.17,500.00,54.00,30.00,14,12
2024-03-18,683.57,500.00,34.00,30.00,12,12
2024-03-19,886.02,500.00,58.00,30.00,12,12
2024-03-20,387.44,500.00,5.00,30.00,12,12
2024-03-21,913.29,500.00,65.00,30.00,12,12
2024-03-22,935.75,500.00,103.00,30.00,14,12
2024-03-23,421.73,500.00,7.00,30.00,13,12
2024-03-24,859.17,500.00,55.00,30.00,12,12
2024-03-25,382.17,500.00,4.00,30.00,14,12
2024-03-26,377.32,500.00,6.00,30.00,12,12
2024-03-27,669.64,500.00,39.00,30.00,13,12
2024-03-28,861.51,500.00,54.00,30.00,11,12
2024-03-29,1003.10,500.00,55.00,30.00,17,12
2024-03-30,418.37,500.00,10.00,30.00,9,12
2024-03-31,904.07,500.00,52.00,30.00,13,12
2024-04-01,363.33,500.00,2.00,30.00,13,12
2024-04-02,231.15,500.00,2.00,30.00,9,12
2024-04-03,1251.98,500.00,96.00,30.00,14,12
2024-04-04,695.28,500.00,39.00,30.00,12,12
2024-04-05,699.80,500.00,34.00,30.00,13,12
2024-04-06,973.55,500.00,75.00,30.00,18,12
2024-04-07,381.69,500.00,3.00,30.00,12,12
2024-04-08,844.82,500.00,53.00,30.00,13,12
2024-04-09,384.50,500.00,1.00,30.00,11,12
2024-04-10,928.29,500.00,59.00,30.00,15,12
2024-04-11,506.89,500.00,10.00,30.00,13,12
2024-04-12,636.28,500.00,39.00,30.00,13,12
2024-04-13,744.79,500.00,115.00,30.00,15,12
2024-04-14,921.46,500.00,62.00,30.00,12,12
2024-04-15,394.08,500.00,5.00,30.00,11,12
2024-04-16,901.36,500.00,55.00,30.00,13,12
2024-04-17,393.07,500.00,3.00,30.00,9,12
2024-04-18,402.01,500.00,3.00,30.00,11,12
2024-04-19,399.58,500.00,2.00,30.00,14,12
2024-04-20,821.47,500.00,55.00,30.00,9,12
2024-04-21,393.91,500.00,6.00,30.00,13,12
2024-04-22,966.72,500.00,54.00,30.00,14,12
2024-04-23,231.72,500.00,0.00,30.00,9,12
2024-04-24,489.35,500.00,3.00,30.00,14,12
2024-04-25,26.90,500.00,0.00,30.00,2,12
2024-04-26,666.18,500.00,202.00,30.00,15,12
2024-04-27,869.89,500.00,58.00,30.00,10,12
2024-04-28,878.86,500.00,54.00,30.00,13,12
2024-04-29,421.55,500.00,4.00,30.00,9,12
2024-04-30,1364.03,500.00,66.00,30.00,15,12
2024-05-01,528.41,500.00,21.00,30.00,11,12
2024-05-02,1002.65,500.00,55.00,30.00,17,12
2024-05-03,625.85,500.00,18.00,30.00,15,12
2024-05-04,486.75,500.00,55.00,30.00,15,12
2024-05-05,951.43,500.00,56.00,30.00,11,12
2024-05-06,673.98,500.00,32.00,30.00,12,12
2024-05-07,938.39,500.00,54.00,30.00,10,12
2024-05-08,381.08,500.00,5.00,30.00,12,12
2024-05-09,372.15,500.00,4.00,30.00,14,12
2024-05-10,957.17,500.00,74.00,30.00,11,12
2024-05-11,1004.74,500.00,44.00,30.00,14,12
2024-05-12,919.14,500.00,53.00,30.00,9,12
2024-05-13,395.38,500.00,4.00,30.00,10,12
2024-05-14,557.99,500.00,8.00,30.00,19,12
2024-05-15,592.45,500.00,35.00,30.00,11,12
2024-05-16,881.62,500.00,65.00,30.00,10,12
2024-05-17,583.05,500.00,6.00,30.00,12,12
2024-05-18,946.94,500.00,53.00,30.00,12,12
2024-05-19,1108.89,500.00,73.00,30.00,13,12
2024-05-20,225.29,500.00,0.00,30.00,8,12
2024-05-21,450.34,500.00,34.00,30.00,11,12
2024-05-22,358.00,500.00,3.00,30.00,8,12
2024-05-23,474.20,500.00,11.00,30.00,11,12
2024-05-24,138.08,500.00,51.00,30.00,10,12
2024-05-25,1038.03,500.00,151.00,30.00,18,12
2024-05-26,954.61,500.00,55.00,30.00,12,12
2024-05-27,323.66,500.00,2.00,30.00,6,12
2024-05-28,225.48,500.00,2.00,30.00,9,12
2024-05-29,814.03,500.00,54.00,30.00,8,12
2024-05-30,955.22,500.00,84.00,30.00,12,12
2024-05-31,606.81,500.00,98.00,30.00,15,12
2024-06-01,768.42,500.00,106.00,30.00,16,12
2024-06-02,770.02,500.00,60.00,30.00,14,12
2024-06-03,388.49,500.00,106.00,30.00,13,12
2024-06-04,667.19,500.00,57.00,30.00,13,12
2024-06-05,298.59,500.00,5.00,30.00,15,12
2024-06-06,709.04,500.00,52.00,30.00,11,12
2024-06-07,853.45,500.00,71.00,30.00,16,12
2024-06-08,539.16,500.00,103.00,30.00,15,12
2024-06-09,721.09,500.00,65.00,30.00,15,12
2024-06-10,204.88,500.00,45.00,30.00,8,12
2024-06-11,685.54,500.00,55.00,30.00,11,12
2024-06-12,247.07,500.00,3.00,30.00,11,12
2024-06-13,721.40,500.00,48.00,30.00,13,12
2024-06-14,300.95,500.00,5.00,30.00,14,12
2024-06-15,354.64,500.00,18.00,30.00,15,12
2024-06-16,750.85,500.00,88.00,30.00,13,12
2024-06-17,557.91,500.00,34.00,30.00,11,12
2024-06-18,653.06,500.00,62.00,30.00,11,12
2024-06-19,532.44,500.00,32.00,30.00,10,12
2024-06-20,693.84,500.00,63.00,30.00,13,12
2024-06-21,688.05,500.00,136.00,30.00,16,12
2024-06-22,625.87,500.00,64.00,30.00,10,12
2024-06-23,665.95,500.00,49.00,30.00,13,12
2024-06-24,520.75,500.00,32.00,30.00,12,12
2024-06-25,508.05,500.00,33.00,30.00,10,12
2024-06-26,536.83,500.00,38.00,30.00,16,12
2024-06-27,557.23,500.00,32.00,30.00,15,12
2024-06-28,676.44,500.00,61.00,30.00,8,12
2024-06-29,765.84,500.00,61.00,30.00,16,12
2024-06-30,467.70,500.00,37.00,30.00,12,12
2024-07-01,520.43,500.00,33.00,30.00,16,12
2024-07-02,491.53,500.00,31.00,30.00,12,12
2024-07-03,510.21,500.00,32.00,30.00,12,12
2024-07-04,581.94,500.00,40.00,30.00,14,12
2024-07-05,916.15,500.00,206.00,30.00,14,12
2024-07-06,854.97,500.00,200.00,30.00,10,12
2024-07-07,514.95,500.00,37.00,30.00,11,12
2024-07-08,373.81,500.00,2.00,30.00,14,12
2024-07-09,278.95,500.00,3.00,30.00,15,12
2024-07-10,387.77,500.00,20.00,30.00,14,12
2024-07-11,266.64,500.00,3.00,30.00,13,12
2024-07-12,354.95,500.00,140.00,30.00,13,12
2024-07-13,500.67,500.00,134.00,30.00,12,12
2024-07-14,372.36,500.00,21.00,30.00,12,12
2024-07-15,292.63,500.00,6.00,30.00,13,12
2024-07-16,182.39,500.00,2.00,30.00,9,12
2024-07-17,353.95,500.00,36.00,30.00,13,12
2024-07-18,302.86,500.00,11.00,30.00,15,12
2024-07-19,452.91,500.00,23.00,30.00,13,12
2024-07-20,428.20,500.00,72.00,30.00,9,12
2024-07-21,632.21,500.00,46.00,30.00,14,12
2024-07-22,478.67,500.00,37.00,30.00,11,12
2024-07-23,244.75,500.00,2.00,30.00,12,12
2024-07-24,31.42,500.00,0.00,30.00,3,12
2024-07-25,500.66,500.00,39.00,30.00,13,12
2024-07-26,866.02,500.00,106.00,30.00,13,12
2024-07-27,303.85,500.00,8.00,30.00,16,12
2024-07-28,582.39,500.00,55.00,30.00,15,12
2024-07-29,278.44,500.00,9.00,30.00,14,12
2024-07-30,148.04,500.00,1.00,30.00,7,12
2024-07-31,570.27,500.00,33.00,30.00,13,12
2024-08-01,253.74,500.00,3.00,30.00,11,12
2024-08-02,1049.51,500.00,78.00,30.00,18,12
2024-08-03,889.28,500.00,81.00,30.00,14,12
2024-08-04,533.84,500.00,34.00,30.00,11,12
2024-08-05,462.07,500.00,34.00,30.00,10,12
2024-08-06,502.70,500.00,35.00,30.00,12,12
2024-08-07,506.54,500.00,37.00,30.00,11,12
2024-08-08,270.20,500.00,6.00,30.00,16,12
2024-08-09,327.40,500.00,8.00,30.00,14,12
2024-08-10,667.94,500.00,72.00,30.00,10,12
2024-08-11,497.23,500.00,38.00,30.00,14,12
2024-08-12,499.94,500.00,35.00,30.00,13,12
2024-08-13,804.35,500.00,86.00,30.00,16,12
2024-08-14,529.78,500.00,37.00,30.00,10,12
2024-08-15,296.74,500.00,6.00,30.00,12,12
2024-08-16,11.78,500.00,0.00,30.00,1,12
2024-08-17,725.83,500.00,62.00,30.00,14,12
2024-08-18,543.04,500.00,42.00,30.00,11,12
2024-08-19,527.26,500.00,36.00,30.00,13,12
2024-08-20,569.95,500.00,44.00,30.00,13,12
2024-08-21,234.82,500.00,2.00,30.00,10,12
2024-08-22,306.81,500.00,2.00,30.00,14,12
2024-08-23,705.91,500.00,62.00,30.00,11,12
2024-08-24,281.18,500.00,3.00,30.00,11,12
2024-08-25,271.79,500.00,5.00,30.00,10,12
2024-08-26,521.93,500.00,38.00,30.00,13,12
2024-08-27,267.27,500.00,5.00,30.00,13,12
2024-08-28,523.22,500.00,39.00,30.00,10,12
2024-08-29,2042.60,500.00,179.00,30.00,13,12
2024-08-30,199.00,500.00,4.00,30.00,9,12
2024-08-31,44.73,500.00,2.00,30.00,3,12
2024-09-01,441.03,500.00,36.00,30.00,7,12
2024-09-02,499.84,500.00,37.00,30.00,9,12
2024-09-03,305.78,500.00,4.00,30.00,14,12
2024-09-04,691.02,500.00,54.00,30.00,13,12
2024-09-05,250.16,500.00,1.00,30.00,12,12
2024-09-06,330.15,500.00,9.00,30.00,13,12
2024-09-07,756.71,500.00,63.00,30.00,12,12
2024-09-08,404.59,500.00,15.00,30.00,16,12
2024-09-09,664.49,500.00,54.00,30.00,12,12
2024-09-10,269.34,500.00,3.00,30.00,13,12
2024-09-11,257.71,500.00,1.00,30.00,10,12
2024-09-12,741.31,500.00,73.00,30.00,12,12
2024-09-13,251.83,500.00,7.00,30.00,13,12
2024-09-14,632.05,500.00,204.00,30.00,13,12
2024-09-15,589.38,500.00,34.00,30.00,16,12
2024-09-16,449.24,500.00,39.00,30.00,15,12
2024-09-17,474.19,500.00,39.00,30.00,7,12
2024-09-18,415.68,500.00,12.00,30.00,13,12
2024-09-19,382.50,500.00,8.00,30.00,11,12
2024-09-20,393.56,500.00,49.00,30.00,10,12
2024-09-21,407.36,500.00,15.00,30.00,13,12
2024-09-22,360.89,500.00,23.00,30.00,9,12
2024-09-23,52.98,500.00,0.00,30.00,3,12
2024-09-24,107.98,500.00,15.00,30.00,2,12
2024-09-25,845.44,500.00,70.00,30.00,8,12
2024-09-26,660.95,500.00,86.00,30.00,11,12
2024-09-27,377.43,500.00,36.00,30.00,14,12
2024-09-28,218.17,500.00,7.00,30.00,9,12
2024-09-29,893.64,500.00,79.00,30.00,12,12
2024-09-30,578.86,500.00,92.00,30.00,13,12
2024-10-01,634.41,500.00,57.00,30.00,15,12
2024-10-02,380.29,500.00,5.00,30.00,19,12
2024-10-03,765.11,500.00,168.00,30.00,13,12
2024-10-04,385.90,500.00,11.00,30.00,16,12
2024-10-05,370.61,500.00,52.00,30.00,9,12
2024-10-06,370.88,500.00,111.00,30.00,12,12
2024-10-07,732.72,500.00,90.00,30.00,13,12
2024-10-08,309.88,500.00,15.00,30.00,13,12
2024-10-09,889.51,500.00,100.00,30.00,14,12
2024-10-10,714.20,500.00,67.00,30.00,11,12
2024-10-11,237.01,500.00,1.00,30.00,12,12
2024-10-12,354.06,500.00,16.00,30.00,11,12
2024-10-13,270.66,500.00,1.00,30.00,11,12
2024-10-14,695.21,500.00,91.00,30.00,14,12
2024-10-15,708.23,500.00,68.00,30.00,9,12
2024-10-16,230.08,500.00,2.00,30.00,10,12
2024-10-17,272.23,500.00,2.00,30.00,13,12
2024-10-18,323.27,500.00,46.00,30.00,8,12
2024-10-19,783.22,500.00,96.00,30.00,9,12
2024-10-20,711.57,500.00,66.00,30.00,13,12
2024-10-21,730.14,500.00,63.00,30.00,12,12
2024-10-22,5.33,500.00,0.00,30.00,1,12
2024-10-23,580.63,500.00,52.00,30.00,9,12
2024-10-24,187.19,500.00,0.00,30.00,9,12
2024-10-25,224.15,500.00,2.00,30.00,10,12
2024-10-26,541.09,500.00,70.00,30.00,2,12
2024-10-27,796.13,500.00,67.00,30.00,12,12
2024-10-28,218.85,500.00,3.00,30.00,9,12
2024-10-29,211.79,500.00,4.00,30.00,9,12
2024-10-30,248.42,500.00,1.00,30.00,12,12
2024-10-31,246.29,500.00,3.00,30.00,12,12
2024-11-01,238.21,500.00,0.00,30.00,12,12
2024-11-02,171.63,500.00,6.00,30.00,7,12
2024-11-03,236.16,500.00,8.00,30.00,10,12
2024-11-05,0.00,500.00,0.00,30.00,0,12
2024-11-06,168.17,500.00,4.00,30.00,7,12
2024-11-07,201.89,500.00,3.00,30.00,10,12
2024-11-08,356.88,500.00,9.00,30.00,12,12
2024-11-09,18.91,500.00,0.00,30.00,1,12
2024-11-10,387.31,500.00,11.00,30.00,9,12
2024-11-11,166.24,500.00,2.00,30.00,8,12
2024-11-12,201.02,500.00,1.00,30.00,9,12
2024-11-13,173.46,500.00,1.00,30.00,8,12
2024-11-14,334.08,500.00,3.00,30.00,10,12
2024-11-15,184.47,500.00,4.00,30.00,6,12
2024-11-16,330.17,500.00,28.00,30.00,6,12
2024-11-17,505.84,500.00,91.00,30.00,10,12
2024-11-18,272.15,500.00,0.00,30.00,13,12
2024-11-19,92.71,500.00,0.00,30.00,7,12
2024-11-20,342.26,500.00,16.00,30.00,13,12
2024-11-21,164.59,500.00,2.00,30.00,7,12
2024-11-22,346.08,500.00,53.00,30.00,3,12
2024-11-23,1.60,500.00,0.00,30.00,0,12
2024-11-24,240.61,500.00,13.00,30.00,9,12
2024-11-25,484.41,500.00,55.00,30.00,6,12
