Date,Move Actual,Move Goal,Exercise Actual,Exercise Goal,Stand Actual,Stand Goal
2018-05-29,235.50,350.00,29.00,30.00,5,12
2018-05-30,582.78,350.00,49.00,30.00,16,12
2018-05-31,0.00,350.00,0.00,30.00,0,12
2018-06-01,0.00,350.00,0.00,30.00,0,12
2018-06-02,194.15,350.00,6.00,30.00,6,12
2018-06-03,354.26,350.00,42.00,30.00,2,12
2018-06-04,567.18,350.00,61.00,30.00,14,12
2018-06-05,564.92,350.00,44.00,30.00,15,12
2018-06-07,0.12,350.00,0.00,30.00,0,12
2018-06-08,558.64,350.00,54.00,30.00,11,12
2018-06-09,143.48,350.00,13.00,30.00,2,12
2018-07-05,0.00,350.00,0.00,30.00,0,12
2018-07-06,0.00,350.00,0.00,30.00,0,12
2018-07-07,693.13,350.00,73.00,30.00,6,12
2018-07-08,976.54,350.00,100.00,30.00,11,12
2018-07-09,458.08,350.00,39.00,30.00,14,12
2018-07-10,10.07,350.00,0.00,30.00,1,12
2018-07-12,0.00,350.00,0.00,30.00,0,12
2018-07-13,927.42,350.00,93.00,30.00,11,12
2018-07-14,817.50,350.00,88.00,30.00,7,12
2018-07-15,310.41,350.00,0.00,30.00,0,12
2018-07-16,482.28,350.00,52.00,30.00,10,12
2018-07-17,718.50,350.00,74.00,30.00,11,12
2018-07-18,626.77,350.00,79.00,30.00,7,12
2018-07-19,633.79,350.00,67.00,30.00,15,12
2018-07-20,66.91,350.00,1.00,30.00,0,12
2018-07-21,767.54,350.00,72.00,30.00,12,12
2018-07-24,0.00,350.00,0.00,30.00,0,12
2018-07-25,284.10,350.00,19.00,30.00,9,12
2018-07-26,352.04,350.00,22.00,30.00,11,12
2018-07-27,444.88,350.00,41.00,30.00,10,12
2018-07-28,0.00,350.00,0.00,30.00,0,12
2018-07-29,576.38,350.00,24.00,30.00,11,12
2018-07-30,420.27,350.00,50.00,30.00,9,12
2018-07-31,529.65,350.00,61.00,30.00,9,12
2018-08-01,94.55,350.00,6.00,30.00,2,12
2018-08-02,518.03,350.00,52.00,30.00,14,12
2018-08-03,60.10,350.00,6.00,30.00,2,12
2018-08-14,0.15,350.00,0.00,30.00,0,12
2018-08-15,297.82,350.00,27.00,30.00,10,12
2018-08-16,485.28,350.00,52.00,30.00,12,12
2018-08-17,108.41,350.00,18.00,30.00,3,12
2018-08-18,0.00,350.00,0.00,30.00,0,12
2018-08-19,491.77,350.00,71.00,30.00,3,12
2018-08-20,474.10,350.00,51.00,30.00,12,12
2018-08-21,336.51,350.00,38.00,30.00,10,12
2018-08-22,502.10,350.00,50.00,30.00,10,12
2018-08-23,222.30,350.00,22.00,30.00,6,12
2018-08-24,742.51,350.00,77.00,30.00,8,12
2018-08-25,477.15,350.00,54.00,30.00,3,12
2018-08-26,931.00,350.00,109.00,30.00,12,12
2018-08-27,740.83,350.00,94.00,30.00,9,12
2018-08-28,848.31,350.00,107.00,30.00,13,12
2018-08-29,354.31,350.00,29.00,30.00,12,12
2018-08-30,500.19,350.00,59.00,30.00,13,12
2018-08-31,340.06,350.00,34.00,30.00,6,12
2018-09-01,142.95,350.00,14.00,30.00,5,12
2018-09-02,985.65,350.00,123.00,30.00,15,12
2018-09-03,535.77,350.00,69.00,30.00,11,12
2018-09-04,417.38,350.00,52.00,30.00,11,12
2018-09-05,340.09,350.00,37.00,30.00,9,12
2018-09-06,408.14,350.00,45.00,30.00,11,12
2018-09-07,694.71,350.00,114.00,30.00,9,12
2018-09-08,475.33,350.00,59.00,30.00,12,12
2018-09-09,484.20,350.00,51.00,30.00,13,12
2018-09-10,369.39,350.00,51.00,30.00,9,12
2018-09-11,571.07,350.00,76.00,30.00,12,12
2018-09-12,413.88,350.00,61.00,30.00,8,12
2018-09-13,463.58,350.00,57.00,30.00,12,12
2018-09-14,758.79,350.00,75.00,30.00,7,12
2018-09-15,36.56,350.00,1.00,30.00,2,12
2018-09-16,241.15,350.00,40.00,30.00,5,12
2018-09-17,885.09,350.00,96.00,30.00,12,12
2018-09-18,900.90,350.00,104.00,30.00,12,12
2018-09-19,543.00,350.00,66.00,30.00,11,12
2018-09-20,401.81,350.00,26.00,30.00,10,12
2018-09-21,314.02,350.00,34.00,30.00,6,12
2018-09-22,0.00,350.00,0.00,30.00,0,12
2018-09-23,640.28,350.00,84.00,30.00,9,12
2018-09-24,517.13,350.00,110.00,30.00,13,12
2018-09-25,391.25,350.00,41.00,30.00,7,12
2018-09-26,0.00,350.00,0.00,30.00,0,12
2018-09-27,358.11,350.00,9.00,30.00,14,12
2018-09-28,106.24,350.00,9.00,30.00,2,12
2018-09-29,550.87,350.00,58.00,30.00,14,12
2018-09-30,61.37,350.00,0.00,30.00,2,12
2018-10-01,154.54,350.00,5.00,30.00,5,12
2018-10-02,252.69,350.00,18.00,30.00,6,12
2018-10-03,830.43,350.00,81.00,30.00,12,12
2018-10-04,854.07,350.00,79.00,30.00,12,12
2018-10-05,982.84,350.00,111.00,30.00,10,12
2018-10-06,513.33,350.00,50.00,30.00,11,12
2018-10-07,511.71,350.00,74.00,30.00,9,12
2018-10-08,550.03,350.00,54.00,30.00,10,12
2018-10-09,7.71,350.00,0.00,30.00,1,12
2018-10-10,494.55,350.00,47.00,30.00,11,12
2018-10-11,546.90,350.00,78.00,30.00,8,12
2018-10-12,478.05,350.00,52.00,30.00,10,12
2018-10-13,437.83,350.00,31.00,30.00,12,12
2018-10-14,262.35,350.00,25.00,30.00,6,12
2018-10-15,548.71,350.00,51.00,30.00,12,12
2018-10-16,773.00,350.00,107.00,30.00,10,12
2018-10-17,1108.30,350.00,108.00,30.00,12,12
2018-10-18,584.98,350.00,54.00,30.00,12,12
2018-10-19,647.35,350.00,65.00,30.00,5,12
2018-10-20,6.06,350.00,2.00,30.00,0,12
2018-10-21,1171.03,350.00,132.00,30.00,11,12
2018-10-22,510.97,350.00,53.00,30.00,13,12
2018-10-23,613.91,350.00,70.00,30.00,12,12
2018-10-24,277.93,350.00,33.00,30.00,6,12
2018-10-25,0.00,350.00,0.00,30.00,0,12
2018-10-26,1011.70,350.00,92.00,30.00,14,12
2018-10-27,590.63,350.00,57.00,30.00,2,12
2018-10-28,565.06,350.00,61.00,30.00,11,12
2018-10-29,520.69,350.00,49.00,30.00,13,12
2018-10-30,475.31,350.00,46.00,30.00,8,12
2018-10-31,0.10,350.00,0.00,30.00,0,12
2018-11-01,1039.40,350.00,104.00,30.00,13,12
2018-11-04,0.00,350.00,0.00,30.00,0,12
2018-11-05,523.09,350.00,50.00,30.00,14,12
2018-11-06,274.46,350.00,31.00,30.00,6,12
2018-11-07,0.00,350.00,0.00,30.00,0,12
2018-11-08,1276.66,350.00,101.00,30.00,9,12
2018-11-09,1434.26,350.00,151.00,30.00,13,12
2018-11-10,17.69,350.00,0.00,30.00,1,12
2018-11-11,472.72,350.00,37.00,30.00,11,12
2018-11-12,494.43,350.00,57.00,30.00,7,12
2018-11-13,1216.16,350.00,136.00,30.00,14,12
2018-11-14,417.62,350.00,43.00,30.00,10,12
2018-11-15,749.10,350.00,92.00,30.00,13,12
2018-11-16,1440.41,350.00,121.00,30.00,12,12
2018-11-17,804.70,350.00,97.00,30.00,13,12
2018-11-18,438.01,350.00,44.00,30.00,5,12
2018-11-19,930.12,350.00,92.00,30.00,12,12
2018-11-20,525.61,350.00,55.00,30.00,14,12
2018-11-21,481.01,350.00,54.00,30.00,10,12
2018-11-22,321.46,350.00,33.00,30.00,6,12
2018-11-23,436.52,350.00,51.00,30.00,8,12
2018-11-24,788.71,350.00,96.00,30.00,13,12
2018-11-25,489.52,350.00,71.00,30.00,6,12
2018-11-26,149.75,350.00,8.00,30.00,4,12
2018-11-27,442.15,350.00,46.00,30.00,10,12
2018-11-28,797.31,350.00,77.00,30.00,12,12
2018-11-29,324.66,350.00,26.00,30.00,10,12
2018-11-30,437.03,350.00,55.00,30.00,8,12
2018-12-01,2.04,350.00,1.00,30.00,0,12
2018-12-02,1177.43,350.00,95.00,30.00,11,12
2018-12-03,464.94,350.00,59.00,30.00,9,12
2018-12-04,333.28,350.00,28.00,30.00,8,12
2018-12-05,580.24,350.00,69.00,30.00,12,12
2018-12-06,271.44,350.00,29.00,30.00,5,12
2018-12-07,900.86,350.00,101.00,30.00,6,12
2018-12-08,489.39,350.00,61.00,30.00,12,12
2018-12-09,153.79,350.00,17.00,30.00,3,12
2018-12-10,417.60,350.00,53.00,30.00,9,12
2018-12-11,491.74,350.00,48.00,30.00,11,12
2018-12-12,0.00,350.00,0.00,30.00,0,12
2018-12-13,0.28,350.00,0.00,30.00,0,12
2018-12-14,840.40,350.00,79.00,30.00,15,12
2018-12-15,235.01,350.00,29.00,30.00,5,12
2018-12-16,263.06,350.00,34.00,30.00,3,12
2018-12-17,629.00,350.00,62.00,30.00,3,12
2018-12-18,11.46,350.00,0.00,30.00,1,12
2018-12-19,938.17,350.00,98.00,30.00,12,12
2018-12-20,218.03,350.00,27.00,30.00,4,12
2018-12-21,209.09,350.00,12.00,30.00,8,12
2018-12-22,1309.01,350.00,126.00,30.00,11,12
2018-12-23,1014.91,350.00,104.00,30.00,12,12
2018-12-24,481.86,350.00,52.00,30.00,10,12
2018-12-25,761.30,350.00,62.00,30.00,16,12
2018-12-26,1406.92,350.00,106.00,30.00,13,12
2018-12-27,255.74,350.00,22.00,30.00,7,12
2018-12-28,635.98,350.00,70.00,30.00,11,12
2018-12-29,204.16,350.00,14.00,30.00,8,12
2018-12-30,1050.29,350.00,150.00,30.00,16,12
