Start Date,End Date,Heart Rate,Source,Device
2024-09-05T10:44:03Z,2024-09-05T10:44:03Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:08Z,2024-09-05T10:44:08Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:13Z,2024-09-05T10:44:13Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:16Z,2024-09-05T10:44:16Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:21Z,2024-09-05T10:44:21Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:24Z,2024-09-05T10:44:24Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:31Z,2024-09-05T10:44:31Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:38Z,2024-09-05T10:44:38Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:43Z,2024-09-05T10:44:43Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:44Z,2024-09-05T10:44:44Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:51Z,2024-09-05T10:44:51Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:44:58Z,2024-09-05T10:44:58Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:00Z,2024-09-05T10:45:00Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:08Z,2024-09-05T10:45:08Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:13Z,2024-09-05T10:45:13Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:18Z,2024-09-05T10:45:18Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:21Z,2024-09-05T10:45:21Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:25Z,2024-09-05T10:45:25Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:29Z,2024-09-05T10:45:29Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:37Z,2024-09-05T10:45:37Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:43Z,2024-09-05T10:45:43Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:46Z,2024-09-05T10:45:46Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:49Z,2024-09-05T10:45:49Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:58Z,2024-09-05T10:45:58Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:45:59Z,2024-09-05T10:45:59Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:04Z,2024-09-05T10:46:04Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:13Z,2024-09-05T10:46:13Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:17Z,2024-09-05T10:46:17Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:20Z,2024-09-05T10:46:20Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:28Z,2024-09-05T10:46:28Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:32Z,2024-09-05T10:46:32Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:35Z,2024-09-05T10:46:35Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:39Z,2024-09-05T10:46:39Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:44Z,2024-09-05T10:46:44Z,167,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:50Z,2024-09-05T10:46:50Z,167,马林康的Apple Watch,Apple Watch
2024-09-05T10:46:54Z,2024-09-05T10:46:54Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:02Z,2024-09-05T10:47:02Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:08Z,2024-09-05T10:47:08Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:10Z,2024-09-05T10:47:10Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:16Z,2024-09-05T10:47:16Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:19Z,2024-09-05T10:47:19Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:25Z,2024-09-05T10:47:25Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:29Z,2024-09-05T10:47:29Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:35Z,2024-09-05T10:47:35Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:43Z,2024-09-05T10:47:43Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:46Z,2024-09-05T10:47:46Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:51Z,2024-09-05T10:47:51Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:47:57Z,2024-09-05T10:47:57Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:00Z,2024-09-05T10:48:00Z,162,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:07Z,2024-09-05T10:48:07Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:12Z,2024-09-05T10:48:12Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:14Z,2024-09-05T10:48:14Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:21Z,2024-09-05T10:48:21Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:25Z,2024-09-05T10:48:25Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:33Z,2024-09-05T10:48:33Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:34Z,2024-09-05T10:48:34Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:41Z,2024-09-05T10:48:41Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:46Z,2024-09-05T10:48:46Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:52Z,2024-09-05T10:48:52Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:48:54Z,2024-09-05T10:48:54Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:00Z,2024-09-05T10:49:00Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:08Z,2024-09-05T10:49:08Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:13Z,2024-09-05T10:49:13Z,163,马林康的Apple Watch,Apple Watch
