Start Date,End Date,Heart Rate,Source,Device
2024-09-05T10:49:16Z,2024-09-05T10:49:16Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:20Z,2024-09-05T10:49:20Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:28Z,2024-09-05T10:49:28Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:29Z,2024-09-05T10:49:29Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:36Z,2024-09-05T10:49:36Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:39Z,2024-09-05T10:49:39Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:48Z,2024-09-05T10:49:48Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:49Z,2024-09-05T10:49:49Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:49:56Z,2024-09-05T10:49:56Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:01Z,2024-09-05T10:50:01Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:04Z,2024-09-05T10:50:04Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:09Z,2024-09-05T10:50:09Z,160,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:15Z,2024-09-05T10:50:15Z,160,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:19Z,2024-09-05T10:50:19Z,161,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:24Z,2024-09-05T10:50:24Z,161,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:30Z,2024-09-05T10:50:30Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:35Z,2024-09-05T10:50:35Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:43Z,2024-09-05T10:50:43Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:46Z,2024-09-05T10:50:46Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:49Z,2024-09-05T10:50:49Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:50:56Z,2024-09-05T10:50:56Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:03Z,2024-09-05T10:51:03Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:04Z,2024-09-05T10:51:04Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:12Z,2024-09-05T10:51:12Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:16Z,2024-09-05T10:51:16Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:20Z,2024-09-05T10:51:20Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:24Z,2024-09-05T10:51:24Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:33Z,2024-09-05T10:51:33Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:37Z,2024-09-05T10:51:37Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:41Z,2024-09-05T10:51:41Z,163,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:47Z,2024-09-05T10:51:47Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:52Z,2024-09-05T10:51:52Z,164,马林康的Apple Watch,Apple Watch
2024-09-05T10:51:55Z,2024-09-05T10:51:55Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:02Z,2024-09-05T10:52:02Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:04Z,2024-09-05T10:52:04Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:13Z,2024-09-05T10:52:13Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:15Z,2024-09-05T10:52:15Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:19Z,2024-09-05T10:52:19Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:28Z,2024-09-05T10:52:28Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:31Z,2024-09-05T10:52:31Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:34Z,2024-09-05T10:52:34Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:40Z,2024-09-05T10:52:40Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:44Z,2024-09-05T10:52:44Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:50Z,2024-09-05T10:52:50Z,166,马林康的Apple Watch,Apple Watch
2024-09-05T10:52:54Z,2024-09-05T10:52:54Z,165,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:03Z,2024-09-05T10:53:03Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:07Z,2024-09-05T10:53:07Z,152,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:13Z,2024-09-05T10:53:13Z,149,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:18Z,2024-09-05T10:53:18Z,151,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:19Z,2024-09-05T10:53:19Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:24Z,2024-09-05T10:53:24Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:31Z,2024-09-05T10:53:31Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:34Z,2024-09-05T10:53:34Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:39Z,2024-09-05T10:53:39Z,152,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:44Z,2024-09-05T10:53:44Z,152,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:52Z,2024-09-05T10:53:52Z,154,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:54Z,2024-09-05T10:53:54Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:53:59Z,2024-09-05T10:53:59Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:04Z,2024-09-05T10:54:04Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:10Z,2024-09-05T10:54:10Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:15Z,2024-09-05T10:54:15Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:20Z,2024-09-05T10:54:20Z,161,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:27Z,2024-09-05T10:54:27Z,161,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:33Z,2024-09-05T10:54:33Z,161,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:38Z,2024-09-05T10:54:38Z,160,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:43Z,2024-09-05T10:54:43Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:45Z,2024-09-05T10:54:45Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:51Z,2024-09-05T10:54:51Z,160,马林康的Apple Watch,Apple Watch
2024-09-05T10:54:55Z,2024-09-05T10:54:55Z,160,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:03Z,2024-09-05T10:55:03Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:08Z,2024-09-05T10:55:08Z,153,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:11Z,2024-09-05T10:55:11Z,153,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:14Z,2024-09-05T10:55:14Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:19Z,2024-09-05T10:55:19Z,147,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:24Z,2024-09-05T10:55:24Z,144,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:32Z,2024-09-05T10:55:32Z,140,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:38Z,2024-09-05T10:55:38Z,136,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:43Z,2024-09-05T10:55:43Z,130,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:46Z,2024-09-05T10:55:46Z,128,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:52Z,2024-09-05T10:55:52Z,124,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:54Z,2024-09-05T10:55:54Z,122,马林康的Apple Watch,Apple Watch
2024-09-05T10:55:59Z,2024-09-05T10:55:59Z,119,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:06Z,2024-09-05T10:56:06Z,120,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:13Z,2024-09-05T10:56:13Z,121,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:14Z,2024-09-05T10:56:14Z,121,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:19Z,2024-09-05T10:56:19Z,118,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:28Z,2024-09-05T10:56:28Z,123,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:31Z,2024-09-05T10:56:31Z,127,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:34Z,2024-09-05T10:56:34Z,129,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:40Z,2024-09-05T10:56:40Z,135,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:44Z,2024-09-05T10:56:44Z,139,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:53Z,2024-09-05T10:56:53Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:54Z,2024-09-05T10:56:54Z,150,马林康的Apple Watch,Apple Watch
2024-09-05T10:56:59Z,2024-09-05T10:56:59Z,152,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:08Z,2024-09-05T10:57:08Z,152,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:10Z,2024-09-05T10:57:10Z,153,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:14Z,2024-09-05T10:57:14Z,153,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:22Z,2024-09-05T10:57:22Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:26Z,2024-09-05T10:57:26Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:31Z,2024-09-05T10:57:31Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:38Z,2024-09-05T10:57:38Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:39Z,2024-09-05T10:57:39Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:48Z,2024-09-05T10:57:48Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:50Z,2024-09-05T10:57:50Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:57:58Z,2024-09-05T10:57:58Z,156,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:01Z,2024-09-05T10:58:01Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:04Z,2024-09-05T10:58:04Z,155,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:10Z,2024-09-05T10:58:10Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:18Z,2024-09-05T10:58:18Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:23Z,2024-09-05T10:58:23Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:27Z,2024-09-05T10:58:27Z,157,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:33Z,2024-09-05T10:58:33Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:34Z,2024-09-05T10:58:34Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:43Z,2024-09-05T10:58:43Z,158,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:48Z,2024-09-05T10:58:48Z,159,马林康的Apple Watch,Apple Watch
2024-09-05T10:58:53Z,2024-09-05T10:58:53Z,158,马林康的Apple Watch,Apple Watch
