Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2018-08-16,12039.64,11387.00,0.00,0.00,0.00,0.00,0.00
2018-08-17,4249.70,6835.00,0.00,0.00,0.00,0.00,0.00
2018-08-18,9856.98,12758.00,0.00,0.00,0.00,0.00,0.00
2018-08-19,13761.71,15114.00,0.00,0.00,0.00,0.00,0.00
2018-08-20,9484.29,10250.91,0.00,0.00,0.00,0.00,0.00
2018-08-21,5324.23,6582.51,0.00,0.00,0.00,0.00,0.00
2018-08-22,8533.19,7941.49,0.00,0.00,0.00,0.00,0.00
2018-08-23,6082.44,7900.00,0.00,0.00,0.00,0.00,0.00
2018-08-24,10991.17,12142.00,0.00,0.00,0.00,0.00,0.00
2018-08-25,11251.80,13386.00,0.00,0.00,0.00,0.00,0.00
2018-08-26,16056.27,18070.04,0.00,0.00,0.00,0.00,0.00
2018-08-27,14655.28,15780.87,0.00,0.00,0.00,0.00,0.00
2018-08-28,14315.82,17724.00,0.00,0.00,0.00,0.00,0.00
2018-08-29,7482.15,12734.20,0.00,0.00,0.00,0.00,0.00
2018-08-30,12509.56,12087.65,0.00,0.00,0.00,0.00,0.00
2018-08-31,12483.07,11458.00,0.00,0.00,0.00,0.00,0.00
2018-09-01,6432.11,12320.00,0.00,0.00,0.00,0.00,0.00
2018-09-02,23717.64,19349.00,0.00,0.00,0.00,0.00,0.00
2018-09-03,12381.05,10528.18,0.00,0.00,0.00,0.00,0.00
2018-09-04,14649.53,12584.90,0.00,0.00,0.00,0.00,0.00
2018-09-05,13488.93,12337.00,0.00,0.00,0.00,0.00,0.00
2018-09-06,10042.26,12179.00,0.00,0.00,0.00,0.00,0.00
2018-09-07,22058.16,19270.00,0.00,0.00,0.00,0.00,0.00
2018-09-08,12002.24,12221.00,0.00,0.00,0.00,0.00,0.00
2018-09-09,12212.53,12285.00,0.00,0.00,0.00,0.00,0.00
2018-09-10,12238.21,9684.00,0.00,0.00,0.00,0.00,0.00
2018-09-11,13197.81,12228.00,0.00,0.00,0.00,0.00,0.00
2018-09-12,12646.34,12360.44,0.00,0.00,0.00,0.00,0.00
2018-09-13,8879.10,12496.85,0.00,0.00,0.00,0.00,0.00
2018-09-14,17415.77,16319.00,0.00,0.00,0.00,0.00,0.00
2018-09-15,8792.59,16049.00,0.00,0.00,0.00,0.00,0.00
2018-09-16,8842.32,11808.00,0.00,0.00,0.00,0.00,0.00
2018-09-17,18180.20,16708.00,0.00,0.00,0.00,0.00,0.00
2018-09-18,16549.65,17771.00,0.00,0.00,0.00,0.00,0.00
2018-09-19,9084.01,9499.92,0.00,0.00,0.00,0.00,0.00
2018-09-20,6469.76,5002.00,0.00,0.00,0.00,0.00,0.00
2018-09-21,10655.52,9034.00,0.00,0.00,0.00,0.00,0.00
2018-09-22,8834.27,25097.00,0.00,0.00,0.00,0.00,0.00
2018-09-23,12022.84,14215.00,0.00,0.00,0.00,0.00,0.00
2018-09-24,8212.64,10378.00,0.00,0.00,0.00,0.00,0.00
2018-09-25,8335.95,8214.34,0.00,0.00,0.00,0.00,0.00
2018-09-26,5620.31,5838.00,0.00,0.00,0.00,0.00,0.00
2018-09-27,4360.02,5391.10,0.00,0.00,0.00,0.00,0.00
2018-09-28,3071.07,8851.00,0.00,0.00,0.00,0.00,0.00
2018-09-29,9420.79,10101.00,0.00,0.00,0.00,0.00,0.00
2018-09-30,2792.35,539.00,0.00,0.00,0.00,0.00,0.00
2018-10-01,3075.11,1513.00,0.00,0.00,0.00,0.00,0.00
2018-10-02,6252.35,11749.00,0.00,0.00,0.00,0.00,0.00
2018-10-03,16842.01,15137.00,0.00,0.00,0.00,0.00,0.00
2018-10-04,15569.22,13341.00,0.00,0.00,0.00,0.00,0.00
2018-10-05,19267.45,18022.00,0.00,0.00,0.00,0.00,0.00
2018-10-06,8475.88,7938.79,0.00,0.00,0.00,0.00,0.00
2018-10-07,9012.74,11299.00,0.00,0.00,0.00,0.00,0.00
2018-10-08,10946.82,9007.00,0.00,0.00,0.00,0.00,0.00
2018-10-09,6049.99,8731.00,0.00,0.00,0.00,0.00,0.00
2018-10-10,7860.76,7490.00,0.00,0.00,0.00,0.00,0.00
2018-10-11,11298.65,12866.43,0.00,0.00,0.00,0.00,0.00
2018-10-12,6060.13,7954.65,0.00,0.00,0.00,0.00,0.00
2018-10-13,7875.53,9877.00,0.00,0.00,0.00,0.00,0.00
2018-10-14,8107.11,6983.53,0.00,0.00,0.00,0.00,0.00
2018-10-15,10980.17,10532.47,0.00,0.00,0.00,0.00,0.00
2018-10-16,14559.23,13656.58,0.00,0.00,0.00,0.00,0.00
2018-10-17,19779.53,20416.46,0.00,0.00,0.00,0.00,0.00
2018-10-18,8478.53,10027.00,0.00,0.00,0.00,0.00,0.00
2018-10-19,12995.68,16131.00,0.00,0.00,0.00,0.00,0.00
2018-10-20,4390.01,2284.00,0.00,0.00,0.00,0.00,0.00
2018-10-21,20336.21,21268.12,0.00,0.00,0.00,0.00,0.00
2018-10-22,11775.04,8589.00,0.00,0.00,0.00,0.00,0.00
2018-10-23,12477.16,9890.40,0.00,0.00,0.00,0.00,0.00
2018-10-24,8868.94,10627.99,0.00,0.00,0.00,0.00,0.00
2018-10-25,6273.88,12280.00,0.00,0.00,0.00,0.00,0.00
2018-10-26,17836.47,16616.00,0.00,0.00,0.00,0.00,0.00
2018-10-27,13377.73,15397.00,0.00,0.00,0.00,0.00,0.00
2018-10-28,11054.47,9942.79,0.00,0.00,0.00,0.00,0.00
2018-10-29,8809.66,8646.00,0.00,0.00,0.00,0.00,0.00
2018-10-30,6687.30,8626.52,0.00,0.00,0.00,0.00,0.00
2018-10-31,4097.44,9106.00,0.00,0.00,0.00,0.00,0.00
2018-11-01,16856.13,17822.00,0.00,0.00,0.00,0.00,0.00
2018-11-02,7132.17,8820.00,0.00,0.00,0.00,0.00,0.00
2018-11-03,5241.82,12207.00,0.00,0.00,0.00,0.00,0.00
2018-11-04,6672.66,8290.00,0.00,0.00,0.00,0.00,0.00
2018-11-05,8582.99,11545.00,0.00,0.00,0.00,0.00,0.00
2018-11-06,5415.07,7811.00,0.00,0.00,0.00,0.00,0.00
2018-11-07,4942.36,7238.00,0.00,0.00,0.00,0.00,0.00
2018-11-08,16025.56,18363.00,0.00,0.00,0.00,0.00,0.00
2018-11-09,22780.29,26205.00,0.00,0.00,0.00,0.00,0.00
2018-11-10,6922.05,11303.00,0.00,0.00,0.00,0.00,0.00
2018-11-11,6515.72,8877.00,0.00,0.00,0.00,0.00,0.00
2018-11-12,10583.14,14577.00,0.00,0.00,0.00,0.00,0.00
2018-11-13,18521.83,21542.00,0.00,0.00,0.00,0.00,0.00
2018-11-14,6403.03,8987.00,0.00,0.00,0.00,0.00,0.00
2018-11-15,11600.94,15098.00,0.00,0.00,0.00,0.00,0.00
2018-11-16,17781.08,20943.00,0.00,0.00,0.00,0.00,0.00
2018-11-17,13202.00,18381.00,0.00,0.00,0.00,0.00,0.00
2018-11-18,7194.81,10307.00,0.00,0.00,0.00,0.00,0.00
2018-11-19,15285.74,17320.00,0.00,0.00,0.00,0.00,0.00
2018-11-20,7433.94,10380.00,0.00,0.00,0.00,0.00,0.00
2018-11-21,6423.58,8802.00,0.00,0.00,0.00,0.00,0.00
2018-11-22,6787.69,10215.00,0.00,0.00,0.00,0.00,0.00
2018-11-23,7184.97,10571.00,0.00,0.00,0.00,0.00,0.00
2018-11-24,12741.75,17335.00,0.00,0.00,0.00,0.00,0.00
2018-11-25,11601.84,17205.00,0.00,0.00,0.00,0.00,0.00
2018-11-26,6136.47,9029.00,0.00,0.00,0.00,0.00,0.00
2018-11-27,6128.24,8556.00,0.00,0.00,0.00,0.00,0.00
2018-11-28,11176.15,14232.00,0.00,0.00,0.00,0.00,0.00
2018-11-29,7178.67,10155.68,0.00,0.00,0.00,0.00,0.00
2018-11-30,5979.49,8183.45,0.00,0.00,0.00,0.00,0.00
2018-12-01,681.02,1110.00,0.00,0.00,0.00,0.00,0.00
2018-12-02,14100.70,16962.00,0.00,0.00,0.00,0.00,0.00
2018-12-03,11557.32,13190.54,0.00,0.00,0.00,0.00,0.00
2018-12-04,9060.47,12351.00,0.00,0.00,0.00,0.00,0.00
2018-12-05,9048.11,12277.00,0.00,0.00,0.00,0.00,0.00
2018-12-06,6436.60,9963.00,0.00,0.00,0.00,0.00,0.00
2018-12-07,11720.82,13080.00,0.00,0.00,0.00,0.00,0.00
2018-12-08,6904.26,9693.00,0.00,0.00,0.00,0.00,0.00
2018-12-09,5476.99,8291.00,0.00,0.00,0.00,0.00,0.00
2018-12-10,6997.52,9895.00,0.00,0.00,0.00,0.00,0.00
2018-12-11,6397.04,8744.00,0.00,0.00,0.00,0.00,0.00
2018-12-12,6086.60,9842.00,0.00,0.00,0.00,0.00,0.00
2018-12-13,5902.15,9012.00,0.00,0.00,0.00,0.00,0.00
2018-12-14,12790.90,18160.00,0.00,0.00,0.00,0.00,0.00
2018-12-15,4811.18,7188.00,0.00,0.00,0.00,0.00,0.00
2018-12-16,10072.43,15395.40,0.00,0.00,0.00,0.00,0.00
2018-12-17,13393.49,16046.71,0.00,0.00,0.00,0.00,0.00
2018-12-18,4414.09,7035.00,0.00,0.00,0.00,0.00,0.00
2018-12-19,14189.69,16064.97,0.00,0.00,0.00,0.00,0.00
2018-12-20,5850.80,8398.00,0.00,0.00,0.00,0.00,0.00
2018-12-21,2954.18,4148.00,0.00,0.00,0.00,0.00,0.00
2018-12-22,19789.12,24563.00,0.00,0.00,0.00,0.00,0.00
2018-12-23,15115.76,17489.00,0.00,0.00,0.00,0.00,0.00
2018-12-24,6564.29,9073.00,0.00,0.00,0.00,0.00,0.00
2018-12-25,9053.98,11157.89,0.00,0.00,0.00,0.00,0.00
2018-12-26,17007.64,19134.00,0.00,0.00,0.00,0.00,0.00
2018-12-27,6297.19,9052.00,0.00,0.00,0.00,0.00,0.00
2018-12-28,9777.71,13260.82,0.00,0.00,0.00,0.00,0.00
2018-12-29,3088.16,4254.91,0.00,0.00,0.00,0.00,0.00
2018-12-30,18402.58,26030.73,0.00,0.00,0.00,0.00,0.00
2018-12-31,7907.33,11324.00,0.00,0.00,0.00,0.00,0.00
