Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2017-12-11,8166.89,12603.00,0.00,0.00,0.00,0.00,0.00
2017-12-12,7892.87,12428.00,0.00,0.00,0.00,0.00,0.00
2017-12-13,7858.05,12497.00,0.00,0.00,0.00,0.00,0.00
2017-12-14,5776.04,8868.00,0.00,0.00,0.00,0.00,0.00
2017-12-15,9577.18,14862.00,0.00,0.00,0.00,0.00,0.00
2017-12-16,5530.55,8959.00,0.00,0.00,0.00,0.00,0.00
2017-12-17,8714.60,12993.00,0.00,0.00,0.00,0.00,0.00
2017-12-18,9733.16,15337.00,0.00,0.00,0.00,0.00,0.00
2017-12-19,7180.96,10898.00,0.00,0.00,0.00,0.00,0.00
2017-12-20,8883.04,13607.00,0.00,0.00,0.00,0.00,0.00
2017-12-21,5957.07,9454.00,0.00,0.00,0.00,0.00,0.00
2017-12-22,11536.99,18136.00,0.00,0.00,0.00,0.00,0.00
2017-12-23,6755.51,11128.00,0.00,0.00,0.00,0.00,0.00
2017-12-24,13537.11,19376.00,0.00,0.00,0.00,0.00,0.00
2017-12-25,11209.68,15854.00,0.00,0.00,0.00,0.00,0.00
2017-12-26,7816.07,12656.00,0.00,0.00,0.00,0.00,0.00
2017-12-27,6787.91,10893.00,0.00,0.00,0.00,0.00,0.00
2017-12-28,6534.82,10342.00,0.00,0.00,0.00,0.00,0.00
2017-12-29,6250.50,10020.00,0.00,0.00,0.00,0.00,0.00
2017-12-30,6.39,9.00,0.00,0.00,0.00,0.00,0.00
2017-12-31,14609.39,23631.00,0.00,0.00,0.00,0.00,0.00
