Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2024-07-13,8899.76,12586.44,0.00,0.00,0.00,0.00,0.00
2024-07-14,5194.93,6952.00,0.00,0.00,0.00,0.00,0.00
2024-07-15,3234.84,4656.00,0.00,0.00,0.00,0.00,0.00
2024-07-16,1910.12,3028.00,0.00,0.00,0.00,0.00,0.00
2024-07-17,4843.85,6226.00,0.00,0.00,0.00,0.00,0.00
2024-07-18,3830.27,5751.02,0.00,0.00,0.00,0.00,0.00
2024-07-19,7206.85,10575.00,0.00,0.00,0.00,0.00,0.00
2024-07-20,9160.58,11325.00,0.00,0.00,0.00,0.00,0.00
2024-07-21,11446.82,14215.00,0.00,0.00,0.00,0.00,0.00
2024-07-22,7525.35,8937.00,0.00,0.00,0.00,0.00,0.00
2024-07-23,2504.28,3818.00,0.00,0.00,0.00,0.00,0.00
2024-07-24,2194.29,3858.00,0.00,0.00,0.00,0.00,0.00
2024-07-25,8102.46,9769.00,0.00,0.00,0.00,0.00,0.00
2024-07-26,16841.35,20081.52,0.00,0.00,7117.54,0.00,0.00
2024-07-27,3563.68,5049.00,0.00,0.00,0.00,0.00,0.00
2024-07-28,9629.87,11832.00,0.00,0.00,8776.82,0.00,0.00
2024-07-29,2812.84,4147.00,0.00,0.00,0.00,0.00,0.00
2024-07-30,1937.08,2942.46,0.00,0.00,0.00,0.00,0.00
2024-07-31,11179.02,14795.00,0.00,0.00,0.00,0.00,0.00
2024-08-01,3216.01,4816.28,0.00,0.00,0.00,0.00,0.00
2024-08-02,19074.30,23437.82,0.00,0.00,0.00,0.00,0.00
2024-08-03,18128.69,22889.00,0.00,0.00,0.00,0.00,0.00
2024-08-04,8612.72,10058.00,0.00,0.00,0.00,0.00,0.00
2024-08-05,7162.51,7866.00,0.00,0.00,0.00,0.00,0.00
2024-08-06,8324.73,9682.00,0.00,0.00,0.00,0.00,0.00
2024-08-07,8338.35,9590.00,0.00,0.00,0.00,0.00,0.00
2024-08-08,3062.15,4435.00,0.00,0.00,0.00,0.00,0.00
2024-08-09,5466.34,8327.00,0.00,0.00,0.00,0.00,0.00
2024-08-10,14335.60,17396.00,0.00,0.00,0.00,0.00,0.00
2024-08-11,8339.30,9394.00,0.00,0.00,0.00,0.00,0.00
2024-08-12,8244.58,9641.00,0.00,0.00,0.00,0.00,0.00
2024-08-13,15494.64,19152.38,0.00,0.00,0.00,0.00,0.00
2024-08-14,8456.31,9952.00,0.00,0.00,0.00,0.00,0.00
2024-08-15,3956.30,5847.00,0.00,0.00,0.00,0.00,0.00
2024-08-16,2665.26,4260.00,0.00,0.00,0.00,0.00,0.00
2024-08-17,13195.51,17122.00,0.00,0.00,0.00,0.00,0.00
2024-08-18,8271.63,9640.00,0.00,0.00,0.00,0.00,0.00
2024-08-19,9026.23,10703.00,0.00,0.00,0.00,0.00,0.00
2024-08-20,9756.88,11258.25,0.00,0.00,0.00,0.00,0.00
2024-08-21,2410.89,3600.00,0.00,0.00,0.00,0.00,0.00
2024-08-22,3868.35,5672.00,0.00,0.00,0.00,0.00,0.00
2024-08-23,13980.66,17223.00,0.00,0.00,0.00,0.00,0.00
2024-08-24,5238.24,8265.00,0.00,0.00,0.00,0.00,0.00
2024-08-25,3088.35,4551.00,0.00,0.00,0.00,0.00,0.00
2024-08-26,8740.11,10226.00,0.00,0.00,0.00,0.00,0.00
2024-08-27,2720.53,4040.00,0.00,0.00,0.00,0.00,0.00
2024-08-28,8193.00,9290.00,0.00,0.00,0.00,0.00,0.00
2024-08-29,25255.17,24366.00,0.00,0.00,0.00,0.00,0.00
2024-08-30,2539.09,3962.00,0.00,0.00,0.00,0.00,0.00
2024-08-31,685.62,973.00,0.00,0.00,0.00,0.00,0.00
2024-09-01,7809.35,9056.00,0.00,0.00,0.00,0.00,0.00
2024-09-02,8564.81,10342.00,0.00,0.00,0.00,0.00,0.00
2024-09-03,3842.62,5787.00,0.00,0.00,0.00,0.00,0.00
2024-09-04,12911.54,14712.00,0.00,0.00,0.00,0.00,0.00
2024-09-05,2661.21,3893.00,0.00,0.00,0.00,0.00,0.00
2024-09-06,4923.23,7693.00,0.00,0.00,0.00,0.00,0.00
2024-09-07,14541.48,18461.00,0.00,0.00,0.00,0.00,0.00
2024-09-08,7086.83,10470.00,0.00,0.00,0.00,0.00,0.00
2024-09-09,11034.36,12066.91,0.00,0.00,0.00,0.00,0.00
2024-09-10,3040.42,4438.51,0.00,0.00,0.00,0.00,0.00
2024-09-11,3375.55,4989.00,0.00,0.00,0.00,0.00,0.00
2024-09-12,12770.86,13919.00,0.00,0.00,0.00,0.00,0.00
2024-09-13,2698.12,3973.00,0.00,0.00,0.00,0.00,0.00
2024-09-14,13270.48,18975.00,0.00,0.00,0.00,0.00,0.00
