Date,Distance Walking/Running,Steps,Distance Swimming,Strokes,Distance Cycling,Distance Wheelchair,Distance Downhill Snowsports
2025-12-31,9866.23,13156.00,0.00,0.00,0.00,0.00,0.00
2026-01-01,15098.83,18282.37,0.00,0.00,0.00,0.00,0.00
2026-01-02,9675.68,12648.00,0.00,0.00,0.00,0.00,0.00
2026-01-03,2753.14,4401.00,0.00,0.00,0.00,0.00,0.00
2026-01-04,11620.16,15985.01,0.00,0.00,0.00,0.00,0.00
2026-01-05,8584.74,10971.00,0.00,0.00,0.00,0.00,0.00
2026-01-06,9441.54,12496.00,0.00,0.00,0.00,0.00,0.00
2026-01-07,4868.26,6564.00,0.00,0.00,0.00,0.00,0.00
2026-01-08,7388.15,12050.00,0.00,0.00,0.00,0.00,0.00
2026-01-09,1765.44,2752.00,0.00,0.00,0.00,0.00,0.00
2026-01-10,2602.45,4126.00,0.00,0.00,0.00,0.00,0.00
2026-01-11,8464.92,11074.00,0.00,0.00,0.00,0.00,0.00
2026-01-12,3378.40,5442.00,0.00,0.00,0.00,0.00,0.00
2026-01-13,9915.59,13072.00,0.00,0.00,0.00,0.00,0.00
2026-01-14,10820.78,14313.00,0.00,0.00,0.00,0.00,0.00
2026-01-15,10509.02,14103.00,0.00,0.00,0.00,0.00,0.00
2026-01-16,2107.93,3238.00,0.00,0.00,0.00,0.00,0.00
2026-01-17,11008.69,14205.00,0.00,0.00,0.00,0.00,0.00
2026-01-18,9836.24,12328.00,0.00,0.00,0.00,0.00,0.00
2026-01-19,12054.65,16056.00,0.00,0.00,0.00,0.00,0.00
2026-01-20,10409.41,13533.53,0.00,0.00,0.00,0.00,0.00
2026-01-21,11130.94,14762.87,0.00,0.00,0.00,0.00,0.00
2026-01-22,4089.68,6527.00,0.00,0.00,0.00,0.00,0.00
2026-01-23,9683.11,15414.00,0.00,0.00,0.00,0.00,0.00
2026-01-24,7164.91,8780.00,0.00,0.00,0.00,0.00,0.00
2026-01-25,10386.98,13536.00,0.00,0.00,0.00,0.00,0.00
2026-01-26,7540.03,9934.04,0.00,0.00,0.00,0.00,0.00
2026-01-27,8573.44,10630.00,0.00,0.00,0.00,0.00,0.00
2026-01-28,7938.87,10282.00,0.00,0.00,0.00,0.00,0.00
2026-01-29,3584.16,5694.00,0.00,0.00,0.00,0.00,0.00
2026-01-30,4050.70,6336.00,0.00,0.00,0.00,0.00,0.00
2026-01-31,2193.62,3415.00,0.00,0.00,0.00,0.00,0.00
2026-02-01,4143.00,6631.00,0.00,0.00,0.00,0.00,0.00
2026-02-02,3093.78,5058.00,0.00,0.00,0.00,0.00,0.00
2026-02-03,4102.45,6478.00,0.00,0.00,0.00,0.00,0.00
2026-02-04,3395.40,5149.00,0.00,0.00,0.00,0.00,0.00
2026-02-05,3021.05,4477.00,0.00,0.00,0.00,0.00,0.00
2026-02-06,2982.17,4727.00,0.00,0.00,0.00,0.00,0.00
2026-02-07,7644.06,9298.00,0.00,0.00,0.00,0.00,0.00
2026-02-08,7381.66,9916.00,0.00,0.00,0.00,0.00,0.00
2026-02-09,3029.49,5199.00,0.00,0.00,0.00,0.00,0.00
2026-02-10,10548.97,14722.00,0.00,0.00,0.00,0.00,0.00
2026-02-11,8675.38,11575.08,0.00,0.00,0.00,0.00,0.00
2026-02-12,5943.72,9504.15,0.00,0.00,0.00,0.00,0.00
2026-02-13,7001.09,10391.85,0.00,0.00,0.00,0.00,0.00
2026-02-14,5374.03,8841.00,0.00,0.00,0.00,0.00,0.00
2026-02-15,6123.53,9985.00,0.00,0.00,0.00,0.00,0.00
2026-02-16,7382.27,12092.78,0.00,0.00,0.00,0.00,0.00
2026-02-17,4762.94,7794.00,0.00,0.00,0.00,0.00,0.00
2026-02-18,4352.43,7110.00,0.00,0.00,0.00,0.00,0.00
2026-02-19,5272.53,8635.00,0.00,0.00,0.00,0.00,0.00
2026-02-20,3245.40,5207.46,0.00,0.00,0.00,0.00,0.00
2026-02-21,5118.68,8420.67,0.00,0.00,0.00,0.00,0.00
2026-02-22,1158.32,1606.42,0.00,0.00,0.00,0.00,0.00
2026-02-23,2901.07,4703.00,0.00,0.00,0.00,0.00,0.00
2026-02-24,2517.97,4059.77,0.00,0.00,0.00,0.00,0.00
2026-02-25,3533.79,5623.23,0.00,0.00,0.00,0.00,0.00
2026-02-26,3354.07,5369.51,0.00,0.00,0.00,0.00,0.00
2026-02-27,2851.20,4521.00,0.00,0.00,0.00,0.00,0.00
2026-02-28,6188.35,9795.00,0.00,0.00,0.00,0.00,0.00
2026-03-01,9787.77,13169.00,0.00,0.00,0.00,0.00,0.00
2026-03-02,9537.32,12852.75,0.00,0.00,0.00,0.00,0.00
2026-03-03,17750.81,26479.00,0.00,0.00,0.00,0.00,0.00
2026-03-04,11272.90,13677.00,0.00,0.00,0.00,0.00,0.00
2026-03-05,12714.20,17364.00,0.00,0.00,0.00,0.00,0.00
2026-03-06,6396.87,10224.00,0.00,0.00,0.00,0.00,0.00
2026-03-07,12800.31,17550.00,0.00,0.00,0.00,0.00,0.00
2026-03-08,10134.05,14426.82,0.00,0.00,0.00,0.00,0.00
2026-03-09,4166.31,6663.00,0.00,0.00,0.00,0.00,0.00
2026-03-10,9641.51,13955.00,0.00,0.00,0.00,0.00,0.00
2026-03-11,5356.76,8512.00,0.00,0.00,0.00,0.00,0.00
2026-03-12,4699.86,7335.00,0.00,0.00,0.00,0.00,0.00
2026-03-13,4092.11,6668.00,0.00,0.00,0.00,0.00,0.00
2026-03-14,5347.17,7986.00,0.00,0.00,0.00,0.00,0.00
2026-03-15,2185.98,3380.00,0.00,0.00,0.00,0.00,0.00
2026-03-16,10460.25,13555.00,0.00,0.00,0.00,0.00,0.00
2026-03-17,10460.37,15344.00,0.00,0.00,0.00,0.00,0.00
2026-03-18,12415.77,16388.00,0.00,0.00,0.00,0.00,0.00
2026-03-19,8862.29,12579.17,0.00,0.00,0.00,0.00,0.00
2026-03-20,1533.00,2762.00,0.00,0.00,0.00,0.00,0.00
2026-03-21,5370.93,8517.84,0.00,0.00,0.00,0.00,0.00
2026-03-22,11121.40,16538.17,0.00,0.00,0.00,0.00,0.00
2026-03-23,9807.73,14192.00,0.00,0.00,0.00,0.00,0.00
2026-03-24,4884.78,7850.00,0.00,0.00,0.00,0.00,0.00
2026-03-25,11112.04,15791.00,0.00,0.00,0.00,0.00,0.00
2026-03-26,11036.74,16092.00,0.00,0.00,0.00,0.00,0.00
2026-03-27,756.06,1209.00,0.00,0.00,0.00,0.00,0.00
2026-03-28,13927.81,20802.00,0.00,0.00,0.00,0.00,0.00
2026-03-29,2931.18,4556.00,0.00,0.00,0.00,0.00,0.00
2026-03-30,12774.28,18831.00,0.00,0.00,0.00,0.00,0.00
2026-03-31,9011.46,12652.00,0.00,0.00,0.00,0.00,0.00
2026-04-01,13907.82,20844.00,0.00,0.00,0.00,0.00,0.00
2026-04-02,3301.43,4902.14,0.00,0.00,0.00,0.00,0.00
2026-04-03,5823.31,9114.00,0.00,0.00,0.00,0.00,0.00
2026-04-04,6691.25,10507.73,0.00,0.00,0.00,0.00,0.00
2026-04-05,7732.29,12606.00,0.00,0.00,0.00,0.00,0.00
2026-04-06,2322.29,3686.79,0.00,0.00,0.00,0.00,0.00
2026-04-07,3886.71,6253.76,0.00,0.00,717.90,0.00,0.00
2026-04-08,8344.54,11637.00,0.00,0.00,0.00,0.00,0.00
2026-04-09,5904.68,9364.00,0.00,0.00,0.00,0.00,0.00
2026-04-10,12082.09,18016.25,0.00,0.00,0.00,0.00,0.00
2026-04-11,12260.81,18266.00,0.00,0.00,0.00,0.00,0.00
2026-04-12,4931.58,7874.00,0.00,0.00,0.00,0.00,0.00
2026-04-13,3054.59,4878.00,0.00,0.00,0.00,0.00,0.00
2026-04-14,12398.40,19588.33,0.00,0.00,0.00,0.00,0.00
2026-04-15,3354.69,5317.00,0.00,0.00,0.00,0.00,0.00
2026-04-16,3149.65,4559.54,0.00,0.00,0.00,0.00,0.00
2026-04-17,15907.06,23885.00,0.00,0.00,0.00,0.00,0.00
2026-04-18,9634.06,13327.00,0.00,0.00,4009.74,0.00,0.00
2026-04-19,1310.17,2046.72,0.00,0.00,0.00,0.00,0.00
2026-04-20,9026.43,12881.28,0.00,0.00,0.00,0.00,0.00
2026-04-21,10510.56,15264.00,0.00,0.00,0.00,0.00,0.00
2026-04-22,2822.99,4486.00,0.00,0.00,0.00,0.00,0.00
2026-04-23,9042.44,12663.00,0.00,0.00,0.00,0.00,0.00
2026-04-24,9391.95,14549.00,0.00,0.00,0.00,0.00,0.00
2026-04-25,7527.35,11852.00,0.00,0.00,0.00,0.00,0.00
2026-04-26,9175.84,12955.99,0.00,0.00,0.00,0.00,0.00
2026-04-27,7920.38,13217.00,0.00,0.00,0.00,0.00,0.00
2026-04-28,3419.58,5467.00,0.00,0.00,0.00,0.00,0.00
2026-04-29,7867.76,12118.00,0.00,0.00,0.00,0.00,0.00
2026-04-30,10934.81,15903.71,0.00,0.00,0.00,0.00,0.00
